SNo,Project Name,Scheme Name,PI Details
176,Discontinuous Galerkin Finite Elements for Load Gerneration Mechanism in Titled pad Slider Bearing Lubrication,NBHM,"Prof. P.S. Rao, Mathematics and Computing"
177,Towards Interpretable Information Systems: Leveraging Efficiency with Interpretability,"DST, New Delhi","Prof. Koustav Rudra, Computer Science and Engineering"
178,"Design, Syntheses and Applications of Bifunctional Compounds of Tetravalent Group 14 Elements","DST, New Delhi","Prof. H.P. Nayek, Chemistry and Chemical Biology"
179,"High Temperature CO2 Capture using Novel Fly-ash infused CaO-MgO Sorbents in Pre & Post Combustion Processes: Kinetics, Thermodynamics and Breakthrough Studies","DST, New Delhi","Prof. Soubhik Kr. Bhaumik, Chemical Engineering"
180,"Slope stability study of existing dumps and quarry related to mining leasehold for iron ore  namely Patabeda iron and Manganese mine over 19.425 Ha in village Patabeda in Koida Tahasil of Sundargarh district, Odisha","M/s M.G. Mohanty, Odisha","Prof. Vishwas N. Khatri, Civil Engineering"
181,Review of Social Impact Assessment Framework for Coal Mining Industry in India,NCL,"Prof. Sheo Shankar Rai, Mining Engineering"
182,Review of Social Impact Assessment Framework for Coal Mining Industry in India,CCL,"PI-I: Prof. Aparna Krishna, Management Studies"
183,Coupled Geomechanical and Fluid Flow Study of High-temperature Wells Using FEM and CFD Analysis,"University of Oklahoma, Norman,  USA","Prof. Raj Kiran, Petroleum Engineering"
184,Autonomous and Privacy-Preserving Learning for Online and Intelligent Analysis of Urban  Data,"DST, New Delhi","Prof. Monidipa Das, Computer Science and Engineering"
185,Carrying Capacity Study of Dhanbad city under National Clean Air Program (NCAP),"Jharkhand State Pollution Control  Board, Ranchi","Prof. Suresh Pandian Elumalai, Environmental Science & Engineering"
186,Design and Development of Substrate Integrated Waveguide based Self-multiplexing  Antennas for 5G communication systems,"DST, New Delhi","Prof. Santanu Dwari, Electronics Engg."
187,Semantics-driven Theory-guided Analysis for Understanding the Development Pattern and  Impact of COVID-19 Pandemic,"DST, New Delhi","Prof. Monidipa Das, Computer Science and Engineering"
188,Nitrogen Removal from Coal Tar,"Tata Steel Limited, Jamshedpur","Prof. Ejaz Ahmad, Chemical Engineering"
189,Development of Computer Program and Experimental set-up for Response Assessment of Concrete Structures under Drop-weight Impact and Contact Explosions,"DST, New Delhi","Prof. Satadru Das Adhikary, Civil Engg"
190,Aerodynamic and aeroacoustic characteristics and noise control of isolated and tandem  propellers with and without installations,"DST, New Delhi","Prof. Kabilan B, Mechanical Engineering"
191,Development of Algorithms for Collaborative Dual Arm Manipulation and Control,DRDO,"Prof. Arun Dayal Udai, Mechanical Engg"
192,Biomechanical analysis on the use of Pulsating Liquid Jet in cement removal from the femoral canal in Revision Total Hip Arthroplasty: A novel approach for biomedical application,"DST, New Delhi","Prof. A.R. Dixit, Mechanical Engg"
193,Slope Instability Severity (SIS) Assessment at Coalfield Level using Integration of Innovative Spaceborne InSAR and Relevant Data for Enhanced Slope Failure Predictions,"DST, New Delhi","Prof. Mohammad Soyeb Alam, Mining Engineering"
194,Assessment of basin scale terrestrial water balance closure and evaluation of its uncertainty,"DST, New Delhi","Prof. Kironmala Chanda, Civil Engg"
195,"Sampling and analysis of 40,000 MT Slurry from Heap no. ‘B’, Heap no. ‘C’ and Heap no. ‘E’ at  Moonidih Coal Washery",BCCL,"Prof. Pankaj Kumar Jain, Fuel, Minerals and Metallurgical  Engineering"
196,High accuracy computing of thermally-stratified free shear layers: Combined Kelvin-  Helmholtz instability,National Supercomputing Mission,"Prof. Aditi Sengupta, Mechanical Engg"
197,3D printing of overhang structures through different metal transfer strategies using wire arc additive manufacturing process,"DST, New Delhi","Prof. Alok Kr. Das, Mechanical Engg"
198,Regional Centre for Geodesy,"DST, New Delhi","Prof. V.G.K. Villuri, Mining Engineering"
199,CIL Innovation and Incubation Centre,CIL,"Prof. Dheeraj Kumar, Mining Engineering"
200,"Tata Steel Innovation Centre on Mining and Mineral Research, (Tata Steel - ICMMR)","Tata Steel Limited, Jamshedpur","PIC: Prof. Sagar Pal, Chemistry & Chemical Biology"
201,"Naresh Vashisht Centre for Hydrogen and Carbon Capture, Utilization and Storage  Technologies","Shri Naresh Vashissht, President,  Vashisht Foundation","Prof. Sandipan Kr. Das, Mechanical Engg"
