SNo,Project Name,Scheme Name,PI Details
194,Permafrost destabilization induced mass wasting vulnerable zones modelling in higher Himalayan regions (Bhagirathi-Alaknanda Valley) through Snow cover-climate-terrain interactive mechanism employing Deep Learning techniques,ISRO-DMSP,Dr. Reet Kamal Tiwari (Co-PI)
195,Development of remote sensing based dynamic decision support (DSS) system for avalanche susceptibility mapping using AI/ML techniques for NW-Himalaya,DRDO-DGRE-CARS,Dr. Reet Kamal Tiwari
196,Algorithm and Mobile Application Development for Quality Measurement of Cotton fiber using imaging and Experimental Technique: Away Towards Empower the Farmers,Industrial Consultancy,Dr. Kishant Kumar
197,Research and Development of New Equipment for Condition Assessment of Pwer Cable,CPRI,Dr. C C Reddy
198,Leveraging the capabilities of AI/ML for deep ocean exploration and climate change,MoES-Ministry of Earth Sciences under Deep Ocean Mission,Jayaram Valluru
199,Singular limits of String Theory,SERB-CRG,Dr. Shankhadeep Chakrabortty
200,"Vetting of Structural drawings of 3B+G+3 story commercial Buildings for Malhotra Realty Limited, Ludhiana",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
201,Autonomous Precision Landing of Drones for Uninterrupted Surveillance,TIH-IoT-IIT Bombay,Dr. Shashi Shekhar Jha (PI) and Dr. Sudeepta Mishra
202,Vetting of Preliminary Submission Drawings and Issuing Structural Stability Certification for budgt hotel building Blue Moon Central at Village Noor Nagar Ghaziabad Client M/S Progressive Constructions,Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana
203,Computationally Efficient Quantum Transport Model for Two dimensional Material-based Devices: An Open Source Multiscale Modeling Tool,SERB-MTR,Dr. Brajesh Rawat
204,Dynamics of Operator Shifts on Directed Trees,SERB-MTR,Dr. G. Sankara Rajukosuru
205,Synthesis and Characterization of Novel Peptide derivatives for the Treatment of Obesity and Diabetes,Industrial Consultancy,Dr. Anupam Bandyopadhyay
206,Stnthesis of Adsorbents for Atmostpheric Gases According to and for the Requirment of BRY-AIR (ASIA) Pvt. Ltd.,Industrial Consultancy,Prof. Rajendra Srivastava
207,Geological and Geotechnical Study of Bichhohi Dam,Industrial Consultancy,Dr. Naveen James and Dr. Reet Kamal Tiwari (CI)
208,Geological and Geotechnical Study of Chak Sadhu Dam,Industrial Consultancy,Dr. Naveen James and Dr. Reet Kamal Tiwari (CI)
209,Evaluation of Adequacy of ETP of Morepen Laboratories Limited at Masulkhana (Parwanoo) to Make the Facility ZLD,Industrial Consultancy,Dr. Narinder Singh
210,Preliminary asseshement of structural of structural model and issuing a structural stability certificate for 'Article 23 Conveyance Commerical Plot in Sector-A Pocket-1 Situated at Sushant Golf City Sultanpur Road Lucknow (UP),Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
211,Root Cause Investigation for Failure of Cables in CCV Line at KEC,Industrial Consultancy,Dr. C C Reddy
212,Vetting of Preliminary Submission Drawings and Issuing Structural Stability Certification for Commercial Complex Building at Vrindavan by Omaxe Limited,Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
213,Design of RSMA based Cooperative Vehicular Network for Deep Ocean Critical Missions,MoES/PAMC/DOM,Dr. Sam Darshi (PI) Dr. Brijesh Khumbani and Dr. Satyam Agrawal (Co-PI)
214,DST-Inspire,DST-Inspire,Dr. Ritu Gurpta
215,Antioxidative hydrogel-mesenchymal stem cells combinatorial therapy for targeting reactive astrogliosis (RA) induced neuropathy pain post spinal cord injury (SCI),DBT,Dr. Bodhisatwa Das (PI) and Dr. Deepti R Bathula (Co-PI)
216,Evolution of nuclear shell structure in the region around Z = 82,SERB-CRG,Dr. Deepika Choudhury
217,Multi-scale Analysis and Computation of Optimal Control Problems,SERB-EEQ,Dr. Bidhan Chandra Sardar
218,Development of Robust Multi-Rate and Multi-Sensor Fusion Toolbox for Soft-Sensing and Advancea control application,TIH-IoT-IIT Bombay,"Dr. Jayaram Valluru (PI) and Dr. Senthil Kumar vadivelu, Applied Materials India (co-pl)"
219,Fabrication and preclinical trial of 3D printed placenta based bioactive hybrid dressing for full thickness second degree burn management,ICMR,Dr. Atharva Poundarik
220,Beyond AI models: Integrating Human Expertise with AI for Improving their Combined Performance,SERB-SRG,Dr. Shweta Jain (PI) and Dr. Shashi Sekhar Jha (Co PI)
221,Polyoxometalates based mixed-metal catalysts for CO2 reduction,SERB-CRG,Dr. Debaparsad Mandal
222,Optimising Machine Learning Models for Resource-Constrained Edge Devices in AIoT Applications through ML Model Compression,SERB-CRG,Dr. Sudeepta Mishra (PI) and Dr. Shashi Sekhar Jha (Co-PI)
223,"Vetting of Preliminary General Arrangement Submission Drawings and Issuing Structural Stability Certificate for Commercial Building at Ghaziabad by Mr. Vikrant Mavi, M/s Sarna Projects LLP",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
224,"Quality & Structural Audit for ESIC Staff Quarters in Sector-30, Chandigarh",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
225,FIST Program,DST,Department of CSE
226,Design and Development of Low Cost and High Power Density Multi Phase Interior Permanent Magnet Motor drive with Integrated Charger for Electric Vehicle Applications,SERB-CRG,Dr. Saifullah Payami
227,Doc-Forensics: Effective Methods for Source Camera Identification of Document Images in Real-World Scenarios,SERB-CRG,Dr. Puneet Goyal
228,Consultancy for Structural Audit of Bantalab Flats at Jammu,Industrial Consultancy,Dr. Aditya Singh Rajput (CI) and Dr. Mitesh Surana (CI)
229,Characterization of Perfusion Deficit in Stroke Using Resting- State Functional Magnetic Resonance Imaging (fMRI),SERB-CRG,Dr. Deepti R Bathula (PI) and Dr.Balwinder Singh Sodhi and Dr.Jitender Saini (NIIR) (Co-PI)
230,Fluid flow and heat convection past an oscillating ellipse shaped cylinder,SERB-MTR,Dr. HVR MITTAL
231,"Carrying out Source Apportionment Study, Emission Inventory and Carrying Capacity in terms of Air Pollution for U.T. of Chandigarh-reg.",Industrial Consultancy,"Dr. Indramani Dhada (CI) and Prof. Mukesh Sharma (CI), IIT Kanpur"
232,Development of an algorithmic procedure to extract Geomorphological attributes governing floods in headwater catchments and evaluating their potential in predicting design floods at ungauged locations,SERB-CRG,Dr. Sagar Rohidas Chavan
233,Seismic design provisions to incorporate amplification in force demands on acceleration-sensitive secondary systems due to building irregularities,SERB-CRG,Dr. Mitesh Surana
234,Multi-objective Design of Novel Composite Meta-structures,SERB-SRG,Dr. Rajendra Kumar Munian
235,"Design, Synthesis and Characterization of peptide-amall molecule conjugates for hair growth",Industrial Consultancy,Dr. Anupam Bandyopadhyay
236,Does a rising Workforce via increased Labour Force Participation help revive the Manufacturing and MSME Sectors’ Exports and Output Growth?,ICSSR,Dr. Bhavesh Garg
237,"Structural Stability Certificate for Vardhman City Center (VCC) Ludhiana, Punjab",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana
238,Mechanical and Chemical Testing of E450 BR Steel as per IS 2062:2011,Industrial Consultancy,Dr. Samir Chandra Roy
239,How to improve the penetration of electric vehicles in Indian market - Understanding effect of government policies and people's perceptions on electric vehicle adoption,SERB-CRG,Dr. Rahul TM
240,Development of Switched Multi-beam Antennas for Drone and Drone pad for High Communication range with 3D Coverage Enhancement and Interference Avoidance,ARDB-DRDO,Dr. Ashwani Sharma (PI) and Prof. C. C. Reddy (Co PI)
241,A hand-held medical device for in-vivo mechanical characterization of bone,I-HUB Foundation for COBOTICS (IHFC),Prof. Navin Kumar
242,"Vetting of Preliminary General Arrangement Submission Drawings and Issuing Structural Stability Certificate for Proposal Commercial Building At Khasra 587,588, Vill. Maliyana (Near Harman City), Meerut by M/S Anndam Associates 37, Chipp Tank, Meerut",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana
243,"Proof Checking of minor bridge at CH-KM489 on NH-65, Pune Hyderabad section",Industrial Consultancy,Dr. Muthulingam Subramaniyan
244,"Preparation of Structural Drawings and Proof Checking of NCCBM Work at Bhubaneswar, Odisha",Industrial Consultancy,Dr. Putul Haldar
245,Workshop on Mechanical Vibration,Industrial Consultancy,Prof. Navin Kumar
246,Preparation of State Specific Action Plan (SSAP) on Water Sector Himachal Pradesh,Industrial Consultancy,Dr. Ratan Sarmah
247,Small molecules inhibitor of human IGRM as a broad anti-viral agent:a preclinical Study,ICMR,Dr. Prabal Banerjee
248,"Mathematical analysis of wave blocking, energy transfer and hydrodynamic morphology of Rayleigh Taylor instability in multilayer fluid systems with arbitrary bottom topography",SERB-CRG,Dr. S. C. Martha
249,Verified Communication Protocol Implementation for Internet of Things,IHUB NTIHAC Foundation (IIT Kanpur),Dr. Jagpreet Singh (Co-PI)
250,Design and Development of lightweight sandwich composite panels with auxetic core for impact applications,SERB-CRG,Dr. Schin Kumar (PI) and Dr. Candrakant Kumar Nirala (Co-PI)
251,SERB-NPDF,SERB-NPDF,Dr. Pooja Rani-N-PDF
252,Magahi Culture and the Endangered Indigene of India: A Project of Archiving Dissemination and Pedagogy,"IIT-Indore under Jaya Prakash Narayan National Centre of Excellence in the Humanities, IIT Indore",Dr. Dibyakusum Ray PI
253,Development of a novel and sustainable Vanadium based metal membrane for hydrogen energy applications through alloy design and process optimization,SERB-RJF Ramanujan Fellowship,Dr. Kasturi Sala
254,Vetting of Structural Drawings of Hospital Building in Mohali,Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
255,"Engineering High Performance Resonant Magnetic Tunnel Junctions: ""Weaving NEGF+DFT based quantum transport with magnetization dynamics""",SERB-SRG,Dr. Abhishek Sharma
256,Understanding the role of adipose-derived myeloid lineage in the pathophysiology of type 2 diabetes mellitus,DBT-Wellcome Trust India Alliance,Dr. Durba Pal
257,Proof Checking of Structural Design and Drawing of Drain,Industrial Consultancy,Dr. Muthulingam Subramaniyan
258,Field visit to ISBT Mohali Site to Assess the Structural Audit and Stability Scope,Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
259,"Proof checking of Geneal Arrangement Subnission Drawings & Structural Model for Proposed Budget/Non-Star Hotel building ""South EX PLAZA"" at 'khasra No.-898.M Village Noornagar Ghazibad. (U.P.) for M/s Onish Infra",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
260,Proof checking of the design and drawings of ROB at project Ch. 146.533 of NH-56,Industrial Consultancy,Dr. Muthulingam Subramaniyan
261,Proof checking of the design of spherical bearings,Industrial Consultancy,Dr. Muthulingam Subramaniyan
262,"Evaluation (Prior, During Execution & Post Execution) of Pilot Works of Relining of Sirhind Feeder Canal",Industrial Consultancy,Dr. Naveen James and Dr. Ratan Sarmah (CI)
263,Unique Code Generation Based on the Patient Records Provided in te Hospital Forms,Industrial Consultancy,Dr. Shashi Shekhar Jha
264,"Vetting of General Arrangement Drawings of Extended Phase of Vardhman City Center (VCC) Ludhiana, Punjab",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana
265,Cyclic Triaxial and Resonant Column Testing,Industrial Consultancy,Dr. Raheena M (CI) and Dr. Naveen James & Dr. Resmi Sebastian (Co-CI)
266,Nanoparticle's sysnthesis fo paint formulations,Industrial Consultancy,Dr. Neha Sardana
267,Technical and Structural Audit of Bottling Plant,Industrial Consultancy,Dr. Indramani Dhada
268,Technical and Structural Audit of Bottling Plant,Industrial Consultancy,Dr. Indramani Dhada
269,Technical and Structural Audit of Bottling Plant,Industrial Consultancy,Dr. Indramani Dhada
270,Vetting of Flexible Pavement Design,Industrial Consultancy,Dr. Rahul TM
271,"Quality & Structural Audit for ESIC Staff Quarters in Jalandhar, Punjab",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
272,"Checking/Vetting of the Structural Design of Commercial Colony Being Setup on Land Area Measuring 3.46975 acres (1.40375 Hectare), (Licece no. 268 of dated 27/12/2023) in Sector-92 District Gurugram. Haryana by Diya Realtech Pvt. Ltd. in Collaboration with Shishta Buildwell LLP",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
273,"Checking/Vetting of the Structural Design of Resort Being Setup on the Land Area Measurng 46412.058 sqm, situated in the revenue Estate of Village Abhytpur, Sohna, District-Gurugram, Haryana Which is being developed by M/S Prominent Porpbuild LLP",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
274,Third-Party Technical Inspection Services for the work Design and Construction of 256 Dus for Ors at Ambala Cantt.,Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
275,"Vetting of Structural Drawings of Proposed Excaliber Hostels and Banquets at Bathinda, Punjab, owned by Excaliber Hostels and Banquets Pvt. Ltd.",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
276,Proof Checking revised design and drawing of CBT block and Cafeteria,Industrial Consultancy,Dr. Muthulingam Subramaniyan
277,Proof Checking design and drawing of CBT block and Cafeteria,Industrial Consultancy,Dr. Muthulingam Subramaniyan
278,Design Vetting for MCC Building at Udaipur (H.P.),Industrial Consultancy,Dr. Muthulingam Subramaniyan
279,Proof Checking design and drawing of Precast Boundary Wall,Industrial Consultancy,Dr. Muthulingam Subramaniyan
280,Proof Checking the design and drawing of Living Shelter,Industrial Consultancy,Dr. Muthulingam Subramaniyan
281,Design Vetting for CLC Building at Jubbal (H.P.),Industrial Consultancy,Dr. Muthulingam Subramaniyan
282,Proof Checking of Proposed 42m EFF. Span Bridge,Industrial Consultancy,Dr. Muthulingam Subramaniyan
283,Investigations on the effect of geochemical and microbial reactions on underground hydrogen storage in porous media,SERB-CRG,Dr. Navaneeth K.M.
284,Solar Energy-Driven Photothermal Membrane Distillation System,SERB-CRG,Dr. Himanshu Tyagi (PI) and Dr. Devranjan Samanta (Co-PI)
285,Proof Checking of Proposed LGFS BUILDINGS,Industrial Consultancy,Dr. Muthulingam Subramaniyan
286,Proof Checking of LGFS buildings for West Bengal Project,Industrial Consultancy,Dr. Muthulingam Subramaniyan
287,Proof Checking the Launching Scheme of 110 M Long 2-Lane Motor Bridge Kali River,Industrial Consultancy,Dr. Muthulingam Subramaniyan
288,"Nanobubble dispersed elastic turbulence: a novel, energy-efficient, and eco-friendly smart enhanced oil recovery (sEOR) method",SERB-CRG,Dr. Chandi Sasmal
289,Establishment of Centre for Advanced Research for Rapid Development of Host-directed broad Antivirals,ICMR-CARE,Dr. Prabal Banerjee
290,"Vetting of Structural of ""Proposed Warehouse at ESR Park; B03 & B04, Chakan, Pune, Part II""",Industrial Consultancy,Dr. Putul Haldar
291,Mining Survey,Industrial Consultancy,Dr. Reet Kamal Tiwari
292,Proof Checking of LGFS buildings for Sikkim Project,Industrial Consultancy,Dr. Muthulingam Subramaniyan
293,Investigation of the Feasibility of the use of BCCL Coal in TSPL Boiler and Study the Possible Consequences that may aries in the Process,Industrial Consultancy,Dr. Tarak Mondal (CI) and Dr. Prabhat K. Agnihotri (Co-CI)
294,lnterface engineering to improve the quasi-static and dynamic transverse mechanical properties of carbon fiber/epoxy composites,DRDO-ARBD,"Dr Prabhat K Agnihotri, llT PI and Dr. Rajendra Munian (Co-PI)"
295,Leveraging the potential of AI for sustainable agriculture and food security,AI-CoE,Dr. Pushpendra Pal Singh (CPM)
296,"Site Visit for Assessment of Leakage of Clarifier Stage-1 at GHTP, Lehra Mohabat",Industrial Consultancy,Dr. Putul Haldar (CI) and Mr. Rajeev Rai (External Consultanat)
297,Development of Electrically Conductive INK for Microelectronic Application,Industrial Consultancy,Dr. Sarang P. Gumfekar
298,"Checking/Vetting of the Structural Design of Commercial Colony Being Setup on Land Area Measuring 2.36875 acres (0.9585 Hectare), (Licece no. 48 of 2022) in Sector-89 District Gurugram. Haryana M/s Receptive Buildwell LLP",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
299,"Checking/Vetting of the Structural Design of resort being Setup on the Land Area Measuring 46412.058 sqm situated in the revenue Estate of Village Abhypur, Sohna, District-Gurugram, Haryana which is being developed by M/s Prominent Porpbuild LLP",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
300,"Proof checking of Geneal Arrangement Subnission Drawings & Structural Model for Proposed hotel building at Khasra No. 1253, 1253m, Village Shahpur Bamheta, Ghaziabad (U.P.)",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
301,Selective hydrogenation of Furfural to Tetrahydrofurfuryl alcohol (THFA) over supported Pd-Co catalysts: Experimental and Theoretical Study,SERB-CRG,Dr. Arghya Banerjee
302,Memory formation and self-organization in cyclically driven granular media,SERB-CRG,Dr. Saikat Roy
303,Some aspects of non-relativistic conformal field theory,SERB-CRG,Dr. Rajesh Kumar Gupta
304,Structural and Technical audit of your Bottling Plant,Industrial Consultancy,Dr. Indramani Dhada
305,"Vetting of Structural Drawings of Proposed Tower-F&G of Eutopia (Phase-II), Ghaziabad",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
306,"Vetting of Structural Drawings of Proposed Staff Accommondation at Rajgarh, Chhatarpur, Madhya Pradesh, by EIH Limited-Rajgarh & Hotel",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
307,"Conducting a structural audit of the SBI branch Rajpura (Patiala Road), Punjab",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
308,"Proof checking of general arrangement submission drawings & structural model for the proposed commercial building for Mr. Harish Sehgal at Plot No. 33, Techzone-4, Greater Noida",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
309,"Assessment and Repair Solution of ""Leakage of Clarifier Stage-I at GHTP, Lehra Mohabat""",Industrial Consultancy,Dr. Putul Haldar
310,Enhancing Hydrophilicity of Pyridinium Salt: Strategies Through Biomolecule Conjugation / Molecular Recognition and Chemical Tailoring,Industrial Consultancy,Prof. Narinder Singh
311,Utilization and conversion of carbon dioxide to value-added fuels and simultaneous power generation via aqueous Zn-CO2 batteries,STARS-MoE,Dr. C N Tharamani
312,"Proof checking of structurl drawings of Commercial Building (B+G+2) Owned by Karan Dhand, Loacated at Ludhiana",Industrial Consultancy,Dr. Putul Haldar
313,Exploiting Mechanistic Studies of the Development of Low-Cost Sensors for Long Term Water Quality Monitoring,STARS-MoE,Dr. Kailash Chandra Jena
314,Development of carbonaceous filler reinforced biopolymer nanocomposite for semi biologic hernial mesh fabrication,DBT,Bodhisatwa Das
315,Cold spray coating of high entropy alloys on Nickel- Aluminium-Bronze alloy to improve its cavitation erosion and corrosion behaviour in the marine environment,DRDO,Dr. Rajiv Kumar (PI) and Prof. Harpreet Singh (Co PI)
316,Proof Checking the Launching Scheme of BRO Gurez (45mSpan),Industrial Consultancy,Dr. Muthulingam Subramaniyan
317,Proof Checking the Launching Scheme of 80M for BRO,Industrial Consultancy,Dr. Muthulingam Subramaniyan
318,"Vetting of Structural Drawings and Design for Provision of the Advanced Center fo Ophthalmology and Visual Sciences at Army Hospital (R&R), Delhi Cantt-10",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana
319,Evaluation of orientation and temperature department flow behaviour of Zr-2.5 Nb pressure tube and its constitutive modelling,AERB,Dr. Abhishek Tiwari
320,Identification of novel obesity-induced adipokine(s) that promotes adipocyte senescence: a senotherapeutics approach for treating insulin resistance and type 2 diabetes,CSIR,Dr. Durba Pal
321,Development of a novel soft-robotic joint for potential assistive applications using piezoelectric composite elastomer based synthetic muscle fibres,DBT,Bodhisatwa Das (Co-PI)
322,Proof Checking of Barrel Shed Structure,Industrial Consultancy,Dr. Muthulingam Subramaniyan
323,"Assistance in Analyzing water Samples Study From Buddha Nullah, Ludhiana",Industrial Consultancy,Dr. Narinder Singh
324,Proof Checking the Structural Design of Viaduct From Chainage 82.675 to 83.147 Daulatpur Chock-aukerian in Connection with NLDM-TLR MEX New B.G. Link,Industrial Consultancy,Dr. Muthulingam Subramaniyan
325,Structural & Technical Audit of bottling plant,Industrial Consultancy,Dr. Indramani Dhada
326,Structural & Technical Audit of bottling plant,Industrial Consultancy,Dr. Indramani Dhada
327,Structural & Technical Audit of bottling plant Sabacchus Distillery Pvt. Ltd.,Industrial Consultancy,Dr. Indramani Dhada
328,Structural & Technical Audit of bottling plant of Mohan Meakin LTD Solan Brewery,Industrial Consultancy,Dr. Indramani Dhada
329,Structural & Technical Audit of bottling plant of VRV Foods Ltd.,Industrial Consultancy,Dr. Indramani Dhada
330,"Vetting of Structural Drawings of Proposed Office Building at UID No. B035-15776, Abadi Pushp Vihar, Sua Road Village Barewal Awana, Ludhiana",Industrial Consultancy,Dr. Aditya Singh Rajput and Dr. Mitesh Surana (CI)
331,Testing of Road Materials for NHAI PIU Amritsar,Industrial Consultancy,Dr. Indramani Dhada
332,Proof Checking the Structural Design of Ahmedabad Railway Station Redevelopment,Industrial Consultancy,Dr. Muthulingam Subramaniyan
333,"Proof Checking the bearingsdesign for PWD, HP",Industrial Consultancy,Dr. Muthulingam Subramaniyan
334,"Soil investigation and survey for repair/renewal of retaining wall, drain road and allied infrastructure along the road from NH-5 to patta ka mor water supply installation at Dagshal under para 35 of DWP 2020",Industrial Consultancy,Dr. Naveen James and Reet Kamal Tiwari
335,Soil investigation and survey for Provn of road Veer Yodha Dwar MT park and road PAO (OR) to Tirah line at 14 GTC Subathu,Industrial Consultancy,Dr. Naveen James and Reet Kamal Tiwari
336,Techno-Commercial Audit of CIIIT Centre at IKGPTU Kapurthala and Sultanpur Lodhi Campus,Industrial Consultancy,"Dr. Atharva Poundrik (CI) and Dr. Anupam Agrawal, Dr. Mahendra Sakare and Dr. Satyam Agrawal (Co-CI)"
337,Unrestricted Grant from Fotografik,Joint R&D project (donation),Dr. Sudarshan Iyengar
338,Development of ultra-high hardness steel through grain refinement for automotive and defence industries: A novel approach,SERB-CRG,Dr. Prince Kumar Singh (Co-PI)
339,Process Parameters optimization for Laser Ablation Resistive Coating,DRDO-CARS-DGNSM,Prof. Harpreet Singh (PI) and Dr. Ravi Kant (Co-PI)
340,Determining the compression strenght and bulk modulus of Qsil-216,Industrial Consultancy,Dr. Prabhat K. Agnihotri
341,Reliability of four modules of relays with output voltage and input signal capturing for 10927 cycles continuous application at room temperature,Industrial Consultancy,Dr. C C Reddy
342,Proof Checking of 45m MJB PMT at Road Khalsar-Agham,Industrial Consultancy,Dr. Muthulingam Subramaniyan
343,Proof checking the design Bridge Piers,Industrial Consultancy,Dr. Muthulingam Subramaniyan
344,Proof checking of 2 Lane Bridge Over Betwa River,Industrial Consultancy,Dr. Muthulingam Subramaniyan
345,Operational Management and Process Optimization during Loratadine Production,Industrial Consultancy,Dr. Muthulingam Subramaniyan
346,Utilization and conversion of carbon dioxide to value-added fuels and simultaneous power generation via aqueous Zn-CO2 batteries,STARS-MoE,Dr. C N Tharamani
