SNo,Project Name,Scheme Name,PI Details
493,Design and Development of Ultra High performance concrete for defence applications using various curing methods,CARS (Contract for Acquisition of Research Services),Prakash Nanthagopalan
494,Estimation of Snow Depth at High Spatial Resolution over Indian Himalayan Region using Remote Sensing Techniques,CARS (Contract for Acquisition of Research Services),RAAJ Ramsankaran
495,Chiral plasmonic nanogap platforms for giant THz circular dichroism,Nano Mission,Parinda Rahul Vasa
496,Development of a novel analog scanning probes for coordinate measurement machine using compliant mechanisms,"ITDD (Innovation, Technology Development and Deployment)",Prasanna Subhash Gandhi
497,Recycled Polymer Composites from Plastic Waste and Industrial By-products for Sustainable Development,"ITDD (Innovation, Technology Development and Deployment)",Devendra Narain Singh
498,Gender Advancement for Transforming Institutions (GATI) pilot,DISHA programme for Women in Science - KIRAN,Swati Arvind Patankar
499,All solar powered cold storage unit based on pumpable ice slurry technology,"ITDD (Innovation, Technology Development and Deployment)",Shankar Krishnan
500,Developing of bio-inspired metal complex for efficient degradation of industrial dyes in waste water under environment friendly conditions,"ITDD (Innovation, Technology Development and Deployment) - TMD (Technology Mission Division) - Energy & Water - OWUIS (Optimal Water Use in Industrial Sectors)",Arnab Dutta
501,Lattice dynamics calculations and density functional theory-driven phonon Boltzmann transport equation solver for nanoscale thermal transport properties prediction of strongly anharmonic semiconductors: Application to type-I inorganic Clathrates,Nano Mission,Ankit Jain
502,Creating a Gallery of Scientific Sanskrit Texts in Indian Heritage with Multi-modal Features,SHRI (Science & Heritage Initiative),Krishnamurthi Ramasubramanian
503,Indian Participation in the ALICE Experiment at CERN,International Cooperation - Research and Development (Mega Facilities for Basic Research),Basanta Kumar Nandi
504,FIST Grant WBG based Advanced Power Electronic Converters,FIST (Fund for Improvement S&T Infrastructure),"Head, Electrical Engineering"
505,Setting up of Geo-Information Science & Engineering (GISE) Hub,"ITDD (Innovation, Technology Development and Deployment)",Sarthak Gaurav
506,III-Nitride Nanowire Field Effect Transistor with epitaxial Gd2O3 as wraparound gate oxide,International Coooperation - Indo-German DAAD PPP program (German Academic Exchange Program),Apurba Laha
507,Sustainable Energy system for Achieving Novel Carbon neutral Energy communities (SUSTENANCE),"ITDD (Innovation, Technology Development and Deployment)",Zakir Hussain Rather
508,E-mode GaN HEMT based single phase solar inverter with with smart gate driver,"ITDD (Innovation, Technology Development and Deployment) - TMD (Technology Mission Division) - Water and Clean Energy",Sandeep Anand
509,Stress history and reservoir pressure for improved quantification of CO2 storage containment risks SHARP storage,"(ACT) Accelerating CCUS Technologies under ITDD (Innovation, Technology Development and Deployment)",Devendra Narain Singh
510,DST IC-MAP STORAGE: Automation and AI/ML-Assisted Development of Solid State Battery Technology,"ITDD (Innovation, Technology Development and Deployment)",Venkatasailanathan Ramadesigan
511,National Centre of Excellence in Carbon Capture and Utilization (NCOE-CCU),"TMD (Energy, Water & Others) - NCOE-CCU (National Centre of Excellence in Carbon Capture and Utilization)",Vikram Vishal
512,Design and Development of a Blood Cell Counter,IMPRINT 2,Mahesh S. Tirumkudulu
513,Deposition of Metal Oxides on Halide Perovskites for PV Cells,International Cooperation - Indo-Israel,Shaibal Kanti Krishna Chaitanya Sarkar
514,Hybrid Layered Manufacturing Using Electron Beam Cladding (EB-HLM),-,Karunakara Poopathi Kapuppasamy Poolan
515,Hybrid Layered Manufacturing Using Electron Beam Cladding (EB-HLM),-,Karunakara Poopathi Kapuppasamy Poolan
516,Second Expert Committee meeting of R&D projects on Coastal Hazard and Risk Assessment (CHRA) Department of Civil Engineering to be held on 10th August 2021,"ITDD (Innovation, Technology Development and Deployment)",Balaji Ramakrishnan
517,Elsevier IITB Collaboration on Information Extraction,-,Pushpak Paramesh Chandra Bhattacharyya
518,Development of a novel nano-polyolisome formulation of Resveratrol/Pterostilbene/Retinyl Palmitate as a delivery system,-,Rohit Srivastava
519,Design and Implement UI for Usage Statistics in Bodhi Tree,-,Bhaskaran Raman
520,"Development of environment/health friendly, cost-effective, safe and high-performance Na-ion ‘full’ cell for renewable energy storage",-,Amartya Mukhopadhyay
521,GCET-2022,GOA Common Entrance Test,Syed Salahuddin Major
522,Development of a predictive tool for freckling in superalloy VAR ingots,,Shyamprasad Karagadde
523,Potential improvements in process steps leading to enhanced reliability of glass lined reactors,-,Parag Kishore Bhargava
524,Google Research Gift for explore CSR,GOOGLE Unrestricted Gift Grant,Biswabandan Panda
525,Building computational models for code-switched text,GOOGLE Unrestricted Gift Grant,Preethi Jyothi
526,Deuterated Pharmaceuticals,,Debabrata Maiti
527,Improving adaptation strategies for climate extremes and air pollution affecting India,UKRI,Chandra Venkataraman
528,Recycled Polymer Composites from Plastic Waste and Industrial by-products for sustainable Development,-,Devendra Narain Singh
529,Feed-forward control for Aluminium rolling mill,-,Sujit Suresh Jogwar
530,Pass schedule for cold rolling mill,-,Sujit Suresh Jogwar
531,Evaluation of gasoline fuel and MFA blended gasoline fuel in terms of engine deposits,-,Sudarshan Kumar
532,Development of Indigenous Simulation Model for Design Validation of Traction power Supply,-,V.S.S. Pavan Kumar Hari
533,Development of Indigenous Simulation Model for Design Validation of OHE-Pantograph Interaction,-,V.S.S. Pavan Kumar Hari
534,Screening lead compounds for activity against the multiplicative and dormant stages of Apicomplexan parasites: Plasmodium falciparum and Toxoplasma gondii.,-,Swati Arvind Patankar
535,Deciphering the mechanism of cell-cell aggregation in Streptococcus pneumoniae and its role in cardiac diseases,Grant-in-Aid,Anirban Chanchal Kumar Banerjee
536,ICMR-DHR-CoE IIT Bombay,ICMR-DHR-CoE,Rohit Srivastava
537,Capacity building and Phase I multi-center clinical trial of indigenous anti-CD19 CART cell therapy for adolescent and adult patients with relapsed/refractory B-cell malignancies,-,Rahul Kailash Purwar
538,Towards Brown Gold: Safe and sustainable sanitation in the small towns of Asia and Africa,UK,N C Narayanan
539,Synchronization and spatio-temporal rhythms in an ensemble of active droplets,Indo-French (IFCPAR),Punit Parmananda
540,IFORS Award for JalTantra,-,Om P. Damani
541,Exploring a novel bacterial killing strategy involving mechanical force exerted by host molecular machines,-,Anirban Chanchal Kumar Banerjee
542,Multiscale modelling of chromatin assembly and dynamics,NSM (National Supercomputing Mission),Ranjith Padinhateeri
543,"Molecular Dynamics Investigation of nucleic acids bound to the anti-HIV1 protein, SAMHD1",NSM (National Supercomputing Mission),Swati Bhattacharya
544,Design and Development of Equipment Reliability Software: NETRA Phase 2,NETRA Phase 2,"Makarand S, Kulkarni"
545,Bamboo Towers for Low-cost Affordable and Sustainable Rural Internet Connectivity,-,Siddhartha Ghosh
546,Design and Realization of High-Power Planar Magnetics with Controlled Parasitics,-,Anshuman Narendra Deo Shukla
547,Study to assess the acquisition of accurate & relevant climate information by Indian Cities/States and for the development and piloting of Newsletter,-,Devanathan Parthasarathy
548,"Status of domestic water supply in rural areas amidst the COVID-19 crisis: A case study from drought-prone area of Maharashtra State, India",-,Parmeshwar Digamber Udmale
549,Bamboo Polyhouse,-,Satish B Agnihotri
550,Study of traditional bamboo structure in India,-,Chaaruchandra Korde
551,Oxygen Concentrator,-,Parag Kishore Bhargava
552,Next Generation Wireless Research and Standardization on 5G and Beyond,R and D in IT/Electronics/CCBT,Prasanna S. Chaporkar
553,Indian Nano-electronics Users Program-Idea to Innovation (INUP i2i),Nanotechnology INUP i2i -PHASE 3,Ashwin Awadhootshastri Tulapurkar
554,OCRs and Applications in Indian Languages,NLTM (National Language Translation Mission) : BHASHINI,Ganesh Seshan Ramakrishnan
555,Merck Young Scientist Award,Merck Young Scientist Award,Chandra Mouleeswara Rao Volla
556,"Policy Intervention and Institutional Support for Social Innovation and Social Capital formation for Sustainable Rural Development: Case Studies from Gujrat, Karnataka, Goa, Uttar Pradesh, Madhya Pradesh and Uttarakhand",Major Action Research Project,Ashish Harinarayan Pandey
557,Unnat Bharat Abhiyan (UBA) - Subject Expert Group (SEG),UBA (Unnat Bharat Abhiyan),"Head, CTARA"
558,The Pranmati Basin Himalayan Critical Zone Observatory (PBHCZO),REACHOUT (Research Education and Training Outreach),Malay Mukul
559,"Research in Development (M.Tech.) Fellowships to be instituted at the Centre for Technology Alternatives for Rural Applications (CTARA), IIT Bombay Batch VII",CTARA-MORD Fellowship,Bakul Rao
560,Ameliorate Dredged Sediments,Oil Pollution & Research & Development,Devendra Narain Singh
561,Superpave Performance Grade (PG) and Durability Characterization of Unmodified Viscosity Grade (VG) Bitumen Used in India,-,Dharamveer Singh
562,Developing natural sunlight-driven H2 production from water under the most commercially viable conditions,-,Arnab Dutta
563,Contingency grant for Panel Chairman,-,Nithyanand Prabhu
564,Field Survey of 10 MW NTPC Solar PV Plant,-,Narendra Shiradkar
565,IITB-NCTU collaborative activities for Dual Degree Programme,-,Dean (International Relations)
566,All Iron Flow Batteries: Research Design & Demonstration,-,Venkatasailanathan Ramadesigan
567,"Water and Energy Modelling for Identification of Constraints, Development of Solutions and Extension Programs, for Protecting Small-Holder Farmers",PoCRA (Project On Climate Resilient Agriculture),Milind Ashok Sohoni
568,"Development of manual & online training for engineers of PWD, Government of Maharashtra",-,Venkata Santosh Kumar Delhi
569,"Development and Evaluation of Medical devices: Pulse Oximeter, Noncontact Thermometer and Nebulizer",-,Bhallamudi Ravi
570,Remeshing-Free Fracture Simulation with Haptic Feedback,Qualcomm Innovation Fellowship,Parag Kumar Chaudhuri
571,Ultrasound-MRI fusion in prostate diagnostics and operation,Qualcomm Innovation Fellowship,Amit Sethi
572,Surviving Violence: Everyday Resilience and Gender Justice in Rural-urban India,UK,Satish B Agnihotri
573,Recycling of Solar Cells Recovered from Delaminated Modules,-,Sudhanshu Mallick
574,Chemistry World (RSc Magazine)-Opinion Sept 21 - The magic methyl trick,UK,Debabrata Maiti
575,Broadcast Offload,-,Prasanna S. Chaporkar
576,Schottky Perovskite Solar Cells,SUPRA (Scientific and Useful Profound Research advancement),Shaibal Kanti Krishna Chaitanya Sarkar
577,Development of high strength and damage tolerant nano-structured steels for rails,"SPG (SERB POWER Grant) (POWER PAC for Mechanical, Manufacturing, Aerospace Engineering & Robotics)",Aparna Singh
578,"Creating tailored multifunctional materials for load-bearing, noise-reducing, heat-sinking applications","SPG (SERB POWER Grant) (POWER PAC for Mechanical, Manufacturing, Aerospace Engineering & Robotics)",Sripriya Ramamoorthy
579,Sqre Page: Smart Question Repository and Paper Generator,SPG (SERB POWER Grant),Kameswari Chebrolu
580,Uncovering a Novel Molecular Code by T-box Paralogs for Cerebellum Patterning and Function in Vertebrates,SPG (SERB POWER Grant),Sreelaja Nair
581,Accented Speech Processing and Recognition,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Preethi Jyothi
582,Metal Matrix Composite Cladding via Directed Energy Deposition for Tailored Thermophysical Response,VAJRA Faculty Scheme,Ramesh Kumar Singh
583,Trajectory planning for self-driving cars,SPG (SERB POWER Grant),Arpita Sinha
584,Rheology and dynamics of dense turbulent fluid-solid flows,SUPRA (Scientific and Useful Profound Research advancement),Devang Vipin Khakhar
585,Analyzing and modeling vehicle dynamics and control related driver performance parameters for ITS based rural highway safety applications,"CRG (Core Research Grant) (PAC Civil, Infrastructure & Transportation Engineering)",Avijit Maji
586,Monitoring Soil Moisture and Vegetation using passive Microwave Satellite Radiometry,"CRG (Core Research Grant) (PAC Civil, Infrastructure & Transportation Engineering)",Karthikeyan Lanka
587,Experiment-Based Modeling and Simulation of Magnetic Polymers Responses for Soft Robotics,"CRG (Core Research Grant) (PAC Mechanical, Manufacturing, Aerospace Engineering & Robotics)",Krishnendu Haldar
588,"Synthesis and Biological Evaluation of Novel Acetogenins as Innovative Drugs for Antibacterial, Antiparasitic and Antitumor Activities",CRG (Core Research Grant) (PAC Organic Chemistry),Rodney Agustinho Fernandes
589,Estimation of Disaster Resilience of Bridges under Corrosion-Fatigue and Identification of Optimal Preventive Maintenance Strategies,"CRG (Core Research Grant) (PAC Civil, Infrastructure & Transportation Engineering)",Swagata Basu
590,Deciphering the molecular mechanism of allosteric regulation in Glutamate Dehydrogenase (GDH),CRG (Core Research Grant) (Interdisciplinary Biological Sciences),Prasenjit Ranjith Kumar Bhaumik
591,Spray Combustion Analysis of Novel Liquid Propellants,"CRG (Core Research Grant) (PAC Mechanical, Manufacturing, Aerospace Engineering & Robotics)",Neeraj Ratnakar Kumbhakarna
592,Hydrogen Diffusion during Deformation of Dual Phase Steel with Different Martensite Content: Novel Tensile Testing under In-situ Electrochemical Hydrogen Charging,SRG (Start-UP Research Grant) (EC Engineering Sciences),Vijayshankar Dandapani
593,Lamin based modulation of macrophages for immunosuppression in solid tumor microenvironment,CRG (Core Research Grant) (Interdisciplinary Biological Sciences),Prakriti Tayalia
594,Translesion DNA synthesis across food borne N2-dG and N6-dA adducts by human Y family polymerases,CRG (Core Research Grant) (Interdisciplinary Biological Sciences),Pradeep Kumar P. I.
595,On the mechanism of nanoparticies in water disinfection: Using microfluidic devices to understand and design point of use systems,CRG (Core Research Grant) (PAC Chemical and Environmental Engineering),Rajdip Bandyopadhyaya
596,Probing Redox and Chemical Noninnocence Driven Processes of Selectively Designed Metal Complex Frameworks,CRG (Core Research Grant) (PAC Inorganic Physical Chemistry),Goutam Kumar Anil Nath Lahiri
597,Performance-Based Design of Reinforced Concrete Columns Subject to Blast Loads,"CRG (Core Research Grant) (PAC Civil, Infrastructure & Transportation Engineering)",Manish Kumar
598,"Assessment, Propagation and Quantification of Uncertainty for Seismic Vulnerability Analysis of Deteriorating Highway Bridges","CRG (Core Research Grant) (PAC Civil, Infrastructure & Transportation Engineering)",Jayadipta Ghosh
599,Development of a microfluidic device to study Cancer-Associated Fibroblast (CAF) - Breast cancer tumor interactions in 3D,CRG (Core Research Grant) (PAC Chemical and Environmental Engineering),Venkata Ramana Gundabala
600,Indigenous development of machine learning enabled ultrasonic guided wave based low-cost wireless structural health monitoring system,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Siddharth Tallur
601,Lung mucus films driven by cilia and air-flow: blockage and dry-out dynamics,SRG (Start-UP Research Grant) (EC Engineering Sciences),Jason Ryan Picardo
602,Exploring the mechanisms of ubiquitination of Pneumococcal surface protein C (PspC) and its role in triggering anti-pneumococcal host response,CRG (Core Research Grant) (Biomedical and Health Sciences),Anirban Chanchal Kumar Banerjee
603,2-D Straintronics for NEMS and energy harvesting applications,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Bhaskaran Muralidharan
604,Auto-evaluation of Computer Science/Engineering Labs via Containers,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Kameswari Chebrolu
605,Studying nucleon structure through high energy scattering processes,MATRICS - MATRICS Expert Committee,Asmita Mukherjee
606,Heat conduction in objective structures,MATRICS - MATRICS Expert Committee,Amit Kumar Singh
607,A Randomized Control Trial (RCT) of Effect of Contractual Design Changes on Weather Insurance Adoption,MATRICS - MATRICS Expert Committee,Sarthak Gaurav
608,Information Retrieval via Knowledge Graphs developed for Aircraft Accidents Database and Aircraft Manuals,IMPRINT-2 (Impacting Research Innovation and Technology) (PAC Information & Communication Technology),Pushpak Paramesh Chandra Bhattacharyya
609,Design and Analysis of an Open Thermochemical Energy Storage System for Low Temperature Space Heating Applications,"CRG (Core Research Grant) (PAC Mechanical, Manufacturing, Aerospace Engineering & Robotics)",Sandip Kumar Saha
610,Single and many particle electronic properties of moire graphene,CRG (Core Research Grant) (PAC Physics-1 (Condensed Matter Physics and Material Sciences)),Hridis Kumar Pal
611,Role of Lattice Dynamics in High-Harmonic Generation from Solids,MATRICS - MATRICS Expert Committee,Gopal Dixit
612,Development of water-stable and electrochemically stable Na- transition metal oxides as environment/health-friendly and high-performance cathode materials for Na-ion batteries,"CRG (Core Research Grant) (PAC Materials, Mining and Minerals Engineering)",Amartya Mukhopadhyay
613,Versatile Scheduling Policies with Provable Guarantees for Latency Sensitive Systems,MATRICS - MATRICS Expert Committee,Sharayu Moharir
614,Development and Application of Solid-Solid Phase Change Material for Thermal Management of Electronics using Heat Pipe assisted Honeycomb Structure,EEQ (Empowerment and Equity Opportunities) for Excellence in Science (Task Force Committee) (SC),Sandip Kumar Saha
615,Leveraging Edge Resources for Service Hosting,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Sharayu Moharir
616,Effects of complex environments and interactions in collective properties of active particles,CRG (Core Research Grant) (PAC Physics-1 (Condensed Matter Physics and Material Sciences)),Raghunath Chelakkot
617,Density functional theory driven discovery of ternary metal chalcogenides with ultra-low thermal conductivity,CRG (Core Research Grant) (PAC Physics-1 (Condensed Matter Physics and Material Sciences)),Ankit Jain
618,Search for novel spin liquid phases in low-dimensional quantum magnets: experiment and theory,CRG (Core Research Grant),Avinash Vithal Mahajan
619,Liquid-liquid phase separation of α-Synuclein leading to amyloid fibril formation: Implications in Parkinson's disease pathology,SUPRA (Scientific and Useful Profound Research advancement),Samir Kumar Maji
620,"Developing Efficient Routes for Synthesis of Bacterial Nonulosonic Acids and Related Oliogosaccharides Towards Pathogen Detection, Inhibition and Vaccine Development",SUPRA (Scientific and Useful Profound Research advancement),Suvarn Subhash Kulkarni
621,"Crustal architecture and mechanism of rifting along the western continental margin of India, and their implications on flank uplift topography evolution and tectono-magmatic history: Constraints from multi-scale potential field modeling, geochemical and geochronological data",CRG (Core Research Grant) (PAC Earth & Atmospheric Sciences),M Radhakrishna
622,Sustainable Technology for Smart Off-Grid Renewable Energy Transformation and Electrochemical Storage Management,IRHPA (Intensification of Research in High Priority Areas),Sagar Mitra
623,Electron rich 2-cyanophenole derivatives as effective directing template for diverse remote meta-selective C- H bond functionalization,SERB-TETRA (Technology Translation Award) (Chemical Sciences),Debabrata Maiti
624,Method Apparatus for dynamic amplification of motion with frictionless precision guidance,SERB-TETRA (Technology Translation Award) (Engineering Sciences),Prasanna Subhash Gandhi
625,Solar-driven phonon transport in isolated hard-carbon nanostructures : From light-mills to solar-driven space heating,SwarnaJayanti Fellowship,Subramaniam Chandramouli
626,Invoking classical metallurgical principles to lead to the development of next-generation alkali metal-ion batteries,SwarnaJayanti Fellowship,Amartya Mukhopadhyay
627,Development of a time-dependent nanoscale device simulation platform,MATRICS - MATRICS Expert Committee,Bhaskaran Muralidharan
628,Machine Learning approach for wave-function based Quantum chemistry: A Natural Orbital representation,MATRICS - MATRICS Expert Committee,Achintya Kumar Dutta
629,Arithmeticity and Thinness of Hypergeometric Groups,MATRICS - MATRICS Expert Committee,Sandip Singh
630,Operator theory on the bidisc and the symmetrized bidisc,MATRICS - MATRICS Expert Committee,Bata Krishna Das
631,"Teachers Associateship for Research Excellence (TARE) to Dr. Kanchan Shridhar Chitnis Ramnarain Ruia Autonomous College, Mumbai, under mentorship of Dr. Abhijit Majumdar IIT Bombay",TARE (Teachers Associateship For Research Excellence) (Health Sciences),Abhijit Majumder
632,Social distancing via social scheduling,MATRICS - MATRICS Expert Committee,Swaprava Nath
633,Structural and Kinetic Characterization of Mycobacterial Lipid Vesicles and Host Membrane Fusion Mechanisms,WEA (Women Excellence Award),Shobhna Kapoor
634,Sequential Learning with Weak Feedback: Theory and Applications,MATRICS - MATRICS Expert Committee,Manjesh Kumar Hanawal
635,POWER Fellowship,SPF (SERB-POWER Fellowship),Asmita Mukherjee
636,Polariton lasing in metal-semiconductor hybrid structures exhibiting strong exciton-plasmon interaction,SPF (SERB-POWER Fellowship),Parinda Rahul Vasa
637,J C Bose Fellowship,J C Bose Fellowship,M. Ravikanth
638,Information Retrieval via Knowledge Graphs developed for Aircraft Accidents Database and Aircraft Manuals,IMPRINT-2,Pushpak Paramesh Chandra Bhattacharyya
639,"Sustainable developments in the local land and food systems: technological, economic and environmental aspects",Indo-Canadian,Tabish Nawaz
640,"Development of Economically Scalable Process to manufacture Graphene of a few layers, Dispersions in different Polymers & Study of the Properties of these compounds for different applications",-,Arup Ranjan Bhattacharyya
641,Breaking the Memory Wall with Near-Core Optimizations,-,Biswabandan Panda
642,Towards mainstreaming ecosystem services in national policies for sustainable management of freshwater ecosystems in South and Southeast Asia,-,Parmeshwar Digamber Udmale
643,Catalytic Conversion of a Remote Aromatic C-H Bond into a C-CN Bond: A Facile Route to Synthesis of 14C-Labeled Agrochemicals,,Debabrata Maiti
644,"Investigations into the mechanisms of deformation in medium Mn steel, which will lead to the development of a microstructure informed model for deformation",-,Prita Pant
645,Electro-dermal activity analysis using TI AFE4500,TI Scholarship and Internship,Maryam Shojaei Baghini
646,Machine Learning Methods for Test Data Analysis to Drive Low Power Test,TI Scholarship and Internship,Maryam Shojaei Baghini
647,Memorandum of Understanding with Texas Instruments for M Tech Project Sponsorship,TI Scholarship and Internship,Vikram Manohar Gadre
648,Fabrication and Characterization of Perovskite films for photovoltaic applications,-,Sudhanshu Mallick
649,Coatings on HEPA filter for air purifier,-,Sanjeeva Srivastava
650,Seasonal Water Scarcity and its Effects on Rural Water Equity- Equity During Scarcity in Piped vs. Point Water Supplies,-,Pennan Chinnasamy
651,Design and development of underwater Remotely Operated Vehicle (ROV) for inspection and surveillance,IMPRINT-2-M-2,Leena Vachhani
652,2022 Verisk AI Faculty Research Awards,2022 Verisk AI Faculty Research Awards,Pushpak Paramesh Chandra Bhattacharyya
653,Dual active CO2 removal system - Student Award,Student Award,Arnab Dutta
654,"Research and Development Project for using inert, debris and soil generated from the landfill mining process in reclamation of stone quarries",-,Devendra Narain Singh
655,M.Sc./M.Tech. (Biotech.) Programme,Studentship,"Head, Biosciences and Bioengineering"
656,"AMSPARE: Advanced Metagenomics, Sensors and Photocatalysis for Antimicrobial Resistance Elimination",ARMREB - Grant-in-aid - Indo-UK,Suparna Mukherji
657,Integrated approach for design and deployment facilitation of Value-Added Vegetable Vending Smart Cart,"ITDD (Innovation, Technology Development and Deployment)",Sandesh M. Ramu
658,Bootstrapping Regression Models,INSPIRE Faculty Fellowship,Debraj Das
659,Dissemination of Chironji Decortication Machines designed by RuTAG IITB for Livelihood Generation in Tribal Areas of Nandurbar.,-,Amit Yashpal Arora
660,Developing Long-term Energy Modelling Tools,-,Venkatasailanathan Ramadesigan
661,Experimental and Numerical Studies on Secondary Breakup of Gel (non-Newtonian) Droplets,"CRG (Core Research Grant) (PAC Mechanical, Manufacturing, Aerospace Engineering & Robotics)",Hrishikesh Gadgil
662,Measurement of Laminar Burning velocities of liquid Fuel-air mixtures at high temperature and pressure conditions,"CRG (Core Research Grant) (PAC Mechanical, Manufacturing, Aerospace Engineering & Robotics)",Sudarshan Kumar
663,Investigation of combustion instabilities in trapped vortex combustors,"CRG (Core Research Grant) (PAC Mechanical, Manufacturing, Aerospace Engineering & Robotics)",Vineeth Nair
664,Method and gate driver for controlling power electronic switching device,SERB-TETRA (Technology Translation Award) (Engineering Sciences),Anshuman Narendra Deo Shukla
665,Nacre-mimetic Highly-filled Polyethylene Hybrids,CRG (Core Research Grant) (PAC Chemical and Environmental Engineering),Guruswamy Kumaraswamy
666,Understanding Molecular Pathobiology of Inter-species Interactions during Candidiasis,-,Rajesh Patkar
667,"Triglyceride Secretion from the Liver: New Questions, New Mechanisms",Senior (Basic) Fellowship,Roop Mallik
668,Tuning Solid Electrolytes for Efficient Solid State Li-Ion Batteries,International Cooperation - Indo-Israel,Sagar Mitra
669,Role of Snow in Martian Climate through Laboratory Observations,INSPIRE Faculty Fellowship,Deepak Singh
670,Prime Minister’s Fellowship Scheme for Doctoral Research (an initiative of SERB executed by FICCI for Ms. Vidhya Vijayakumar & Ms. Pooja Verma in PPP mode with ONGC,Prime Minister's Fellowship Scheme for Doctoral Research,Rochish Madhukar Rao Thaokar
671,Preclinical development and scale-up of DICCRE armored T Cells: A tunable and target specific immunotherapy,-,Rahul Kailash Purwar
672,Performing Arts Industry: The economic and livelihood implications on artists and cultural impact on society due to COVID-19,Social Sciences Dimensions of Covid-19 pandemic,Sharmistha Saha
673,Density functional theory driven indigenous Boltzmann Transportequationsolver for multi-channel thermal transport in strongly anharmonic low-thermal conductivity solids,NSM (National Supercomputing Mission),Ankit Jain
674,"Nanoporosity Evolution During Dealloying: Interplay Between Chemical Dissolution, Material Defects, Coarsening and Structural Rearrangements over Long Timescales",NSM (National Supercomputing Mission),Abhijit Chatterjee
675,Repository of High performance phase-field solvers for microstructure simulation (MicroSim),NSM (National Supercomputing Mission),Mogadalai Pandurangan Gururajan
676,GoM - CTARA Health Data analysis unit,NHM (National Health Mission),Satish B Agnihotri
677,SWAYAM Prabha,NMEICT (National Mission on Education through ICT) - SWAYAM PRABHA,Kannan Mani Moudgalya
678,Portable magnetometer based on NV centers in diamond,-,Kasturi Saha
679,An abstraction-refinement based Translation Validator for GCC Compiler,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Amitabha Sanyal
680,Decoupling Microstructural Inputs on the Internal Friction Response of Steel: Combining Kinetic Monte Carlo based Multi-Scale Simulations with Microstructure and Mechanical Spectroscopy,"CRG (Core Research Grant) (PAC Materials, Mining and Minerals Engineering)",Ajay Singh Panwar
681,Observing intermediate-mass black hole binaries with the gravitational-wave multi-detector network,SPF (SERB-POWER Fellowship),Archana Arun Pai
682,Finite element methods for phase field crystal equation,SPF (SERB-POWER Fellowship),Neela Nataraj
683,J C Bose Fellowship,J C Bose Fellowship,Dipendra Prasad
684,Design and Development of Antennas for Communication in TV White Space Frequency Band,Grant-in-Aid,Girish Kumar
685,Deciphering evolution of antibiotic resistance in Mycobacteria using a systems approach.,CRG (Core Research Grant),Sarika Mehra
686,"IITB-ADI partnership to excel in innovation, education and talent development",-,Siddharth Tallur
687,Development of Cavitation Models for Engineering Applications,-,Janani Srree Murallidharan
688,Residual stress and structural characterisation of thermal barrier coating systems using spectroscopic techniques,GTMAP - Grant-in-Aid,Ashutosh Suresh Gandhi
689,Manufacturing of Gas Turbine engine components by diffusion bonding and super plastic forming process (GTMAP),GTMAP,Prasad Jagannadha Nageswara Vara Manepalli
690,Transformation as Praxis: Exploring Socially Just and Transdisciplinary Pathways to Sustainability in Marginal Environments,-,Devanathan Parthasarathy
691,Elucidation of high-order structural and biophysical properties for Insulin 'Tregopil' analogues in order to optimize their stability and desired biological functions,-,Ashutosh Kumar
692,Determining and Development of Digital Device for Screening and Diagnosis of Dyslexia among Hindi Speaking Children,PACE (Promoting Academic Research Conversion to Enterprise),Azizuddin Ali Mardan Khan
693,Deciphering the mechanism of clonal evolution and global dissemination of serotype 1 pneumococcal strain ST306,EMR-II (Extra Mural Research II),Anirban Chanchal Kumar Banerjee
694,Development and validation of multi-scale dynamic and steady state metabolic network models for PCOS using computational and wet-lab methods,-,Venkatesh Vishwanath Kareenhalli
695,Heat shock protein targeted biodegradable near infrared light responsive nanoparticles for photothermal ablation of cancer via apoptosis,-,Rohit Srivastava
696,Hydrogels from amyloid nanofibrils for neural tissue engineering,-,Samir Kumar Maji
697,Development and evaluation of peptide conjugated antitumor drugs in combination with nucleobases deaminases for controlled and targeted drug delivery,-,Ruchi Anand
698,Identification and Characterization of Different Polymers and Polymer-Protein Nanocomposites for Additive Manufacturing,-,Kamendra Prakash Sharma
699,Investigation of Function as a Service's Effectiveness,-,Umesh Rama Rao Bellur
700,CSR Donation Project from Mangalam Organics,-,Anil Kumar
701,CSR Study Unit for Public Sector Enterprises A DPE-IIT Bombay Project,-,Satish B Agnihotri
702,Design Analysis and study of high speed motors for spindle applications,-,P. Baylon Godfrey Fernandes
703,Spoken Language Training on Mobile Device,-,Preeti Sitaram Rao
704,Affordable Tinnitus detection device and affordable tinnitus treatment -E medicine,-,Maryam Shojaei Baghini
705,Translation to pre-clinical and clinical trials of low cost bone and near net shape graft for Dental and orthopedic bone reconstruction,-,Jayesh Ramesh Bellare
706,Moist Membrane Based Technology for Biogas upgradation,-,Jayesh Ramesh Bellare
707,Wearable arm band for non-invasive blood glucose monitoring using EM waves,-,Jayanta Mukherjee
708,Accessible and Affordable Digital Learning Aids for Children in Rural Communities,-,Jayesh S. Pillai
