SNo,Project Name,Scheme Name,PI Details
237,Production of high-purity methane from renewable biomass through anaerobic digestion,TransBharat Biofuel Pvt. Ltd.,Dr. J.P. Chakraborty
238,Preparation of Dense Palladium/ Palladium-alloy Membranes and Optimization of Multi-pass Membrane Separator to Generate Ultra-Pure Hydrogen for On-site Applications,SERB,Dr. R.K. Upadhyay
239,Bioactivation of cyclopentadienyl rings in organometallic complexes,"The Royal Society, London",Dr. Samya banerjee
240,Localized Electricity generation through Modular Low Temperature ORC Units,CPRI Bangalore,Prof. S. K. Shukla
241,An Artificial Intelligence supported Instrusion Detection & Behavior Monitoring System for Crucial Data Servers against Novel Cyber Attacks,SERB,Dr. Mayank Swarnkar
242,Cyber security of critical infrastructure: National Level Medical Grid System,"DST-TIH, IIT-Kanpur  (Ihub Ntihac Foundation)",Prof. Prasun K. Roy
243,Novel integrated engineering approach for effective carbon dioxide removal using biphasic amine blends for coal-based thermal power plant,SERB,Prof. Monoj Kumar Mondal
244,Implementation of Terahertz Band Communication for Next generation wireless Networks,SERB,Dr. Sanjeev Sharma
245,Development of Mesoscale models to describe hot deformation and creep of low SFE materials,DST,Dr. Surya Deo Yadav
246,"New ""metabolite-amyloids"" hypothesis for the origin of life",SERB,Dr. Pandeeswar Makam
247,Design and development of Cybersecured Smart Power interface for Energy-Local Area Network (ELAN),"IHUB-NTIHAC Foundation, IIT Kanpur",Dr. Santosh kumar singh
248,Development of a multiplex portable spinning disc for effective monitoring of women’s health during different stages of pregnancy,DST,Dr. Arnab Sarkar
249,"Design and development of Molecular hybrids on a multifunctional framework for regulating Cholinesterases, ß- secretase 1, Amyloid- ß, and Oxidative Stress Against Alzheimer’s Disease",ICMR,Prof. Sushant Kumar Shrivastava
250,Investigation on Hydrogels and Development of Multi-Responsive Polymers for Healthcare Applications,SERB,Dr. Debdip Bhandary
251,Complex of online and onsite lectures on materials for hydrogen generation by solar water splitting,"Norway Council of Education and Research, Norway",Dr. Santanu Das
252,Chemical recycling of electronic waste for sustainable livelihoods and material consumption in India,GCRF-EPSRC,Dr. K.K. Singh
253,Effect of composition and microstructure on mechanical properties of 7-9%NI steel for LNG tanker and Naval application,SERB,Dr. Sudipta Patra
254,Microstructure tailoring to develop biocompatible Cr-Fe-Mo-Nb-Ti based high entropy alloys for medical applications,SERB,Dr. Subhasis Sinha
255,Development of Cardiac Model for Prediction of Human Heart Failure using Noninvasive medical imaging and Computational Fluid Dyanamic techniques,ICMR,Dr. Sanjay Kumar Rai
256,Development of Sparse Inverse Co-variance based functional brain connectivity scheme for the assessment of shared autistic traits in autism and typical development,SERB,Dr. Jac Fredo AR
257,Self-assembled smart nano medicine for targeted therapy of advanced non-small cell lung cancer,ICMR,Dr. M.S. Muthu
258,Design and development of potential multifunctional molecular hybrid for the treatment of Alzheimer's disease,SERB,Prof. S.K. Shrivastava
259,Investigation and development of mobile sink based intelligent data routing scheme for IoT-enable wireless sensor networks,SERB,Dr. Prasenjit Chanak
260,Design and development of cognitive small-world LPWAN for Internet of things towards health monitoring,SERB,Dr. Om Jee Pandey
261,3D Computational and experimental study on layer dynamics and prediction of critical power law scales in double-diffusive finger convection,SERB,Dr. Om Prakash Singh
262,Reactivity controlled compression ignition (RCCI) combustion engine for methanol utilization and its feasibility analysis to be adopted in hybrid electric vehicles (HEVs),SERB,Dr. A.P. Singh
263,Human IL-2 fused leishmanial trypanothione synthesis (TS) as protein vaccine candidates,ICMR,Prof. V.K. Dubey
264,Development of Hand Telerehabilitation Platform for Diagnostic and Therapeutic Purposes in Physiotherapy,SERB,Dr. Kishor Sarawadekar
265,Metasurface-based Sensor devices for mm-wave and sub-terahertz Applications,SERB,Dr. Somak Bhattacharyya
266,Safety & Efficacy of the “PL05” capsule/tablet in Animal in the treatment of gastric acidity,Purobien Life Sciences Private Ltd.,Dr. Sunil Kumar Mishra
267,Utilization of Industrial Wastes in Dense and Gap Graded Asphalt Mixes as Fillers,DST,Dr. Ankit Gupta
268,Exploring Anti-inefective potential of Panchagavya : Metabolomics and Proteomics Approaches,DST,Dr. Shreyans Kumar Jain
269,Fabrication of low power consuming inverted near-infra red AMOLED,DST,Dr. Bhola Nath Pal
270,Development of toolkit for prediction of blood brain-barrier permeability using deep learning to expedite CNS drug discovery,SERB- Matrics,Dr. Rajnish
271,Design and Validation of field deployable miniaturized Nano-Bio-Sensing System for Detection of the Parasitic liver fluke fasciola gigantica,ICMR,Dr. Pranjal Chandra
272,Technology intervention for creative economy,Mindshare,Dr. Lakshay
273,Study and analysis of interfacial cracks in composite media,DAE,Prof. Subir Das
274,Development of a real-time cyber-attack detection module and its hardware-in-loop testing for an integrated power network,CPRI,Dr. S.R. Mohanty
275,Development of energy efficient and compact electric drive train for fuel cell electric vehicle,SERB,Dr. Kalpana Chaudhary
276,"Pseudo-differential operators in partial differential equations, distribution and machine learning?",SERB,Dr. Santosh Kumar Updadhyay
277,Analytical stufy of hydrodynamic theory of wet active fluid,SERB,Dr. Shradha Mishra
278,Hybrid EEG-EMG based Prostheti hand for transradial amputees to perform reach and grasp tasks,DST,Dr. Shiru Sharma
279,"Design and Development of High Gain, Wide Bandwidth Beam Steered Reconfigurable Reflectarrray Antennas for 5Gmm Wave Applications",SERB,Dr. Manoj Kumar Meshram
280,Experimental study of anisotropy in nuclear charge and current distribution that results in interplay of electric and magnetic rotation in Xe nuclei,SERB,Dr. Somnath Nag
281,Design and Development of Composition engineered toxic free organic inorganic Perovskite Quantum Dots Based Flexible Spectrum Tunable Photodetectors,SERB,Prof. Satyabrata Jit
282,"Towards alkaline aqueous battery and fuel cell application: Synthesis, kinetics and Operando spectroelectrochemical studies of mixed metal selenide and polypyrrole composites as potential oxygen electrocatalysts",SERB,Dr. Manisha Malviya
283,Reliability evaluation and performance enhancement of grid integrated wind-solar-EV hybrid renewable energy systems,SERB,Prof. R.K. Saket
284,Optimal transport derivations in regularized wasserstein space for non-linear & linear transformations of deep neural networks,SERB,Dr. Tanima Dutta
285,Active polar flock in quasi tow-dimensional geometry: role of confinement and boundary condition,SERB,Dr. Shradha Mishra
286,Study of quantum chaos and multipartite entanglement using quantum circuits,SERB,Dr. Sunil Kumar Mishra
287,Multifunctional Nanostructured Mn/Fe doped CeCro3 for Photocatalyst and Magnetic Switching,SERB,Dr. Chandana Rath
288,"Tailoring properties by altering long and short-range structures in eco-friendly, Pb-free ferroelectric perovskite oxides for energy harvesting",SERB,Dr. Saurabh Tripathi
289,Li-ion based inverter for household appliances,Ornate Agencies Pvt. Ltd.,Dr. R.K Singh
290,Development of Laboratory Scale Bio-Grout Technology for Landslide Mitigation,SERB,Dr. A.K. Verma
291,Language Communicator Tool for End Users,MeitY,Dr. Sukhada
292,Development of prototype of early warning systems on impending goaf for underground coal mining.,SERB,Dr. Ashok Jaiswal
293,Investigation of Anomalous Nernst Effect in Shape Memory Heusler Alloys,SERB,Dr. Sanjay Singh
294,Development of industrial waste as mold material for sustainable development of developing countries,SERB,Dr. Jayant Kumar Singh
295,Wavelets Adaptive Schemes for Singular Integral Equations,SERB,Dr. Vineet Kumar Singh
296,On Developing Polynomial-time Interior-Point Methods for Robust Multiobjective Convex Optimization Problems,SERB,Dr. Debadas Ghosh
297,Demonstration and reproduction with scientific validation of some Ceramic Materials Knowledge System of Ancient India,"IKS, AICTE",Prof. Rajiv Prakash
298,High proton conducting metal phosphonate electrolytes for fuel cell application,DRDO,Prof. Prabhakar Singh
299,Design and development of next generation cost effective reconfigurable on-board battery charger with health and fault monitoring,MeitY,Dr. R.K. Singh
300,Electrolytic capacitor less six pulse DC ling photovoltaic system connected to grid,CPRI,Dr. V.N. Lal
301,IKS at IIT(BHU) Varanasi,"IKS Cell, AICTE @ GoI",Dr. V. Ramanathan
302,Development of Cryptographically efficient lightweight MDS matrices and its extension to code-based PQC,DRDO,Dr. Ashok Ji Gupta
303,Mineral Acids in India prior to 15th CE: A Revisit Exploring Arthasastra and other 15th CE Rasa Sastra texts,"IKS Cell, AICTE @ GoI",Dr. V. Ramanathan
304,Development of an efficient module-integrated battery management system,MeitY,Dr. Sandip Ghosh
305,Neeti Shastras and Modernity : Understanding the reflective equilibrium between Hermeneutics of Normative Texts and Practice,"IKS, AICTE",Dr. Sukhada
306,Traditional Principles of settlement planning in heritage temple sites of Odisha/ erstwhile kalinga region,"IKS, AICTE",Dr. Rabi Narayan Mohanty
307,Development of advanced Medical Textiles,Farmanex International Pvt. Ltd.,Dr. Chandan Upadhyay w.e.f. 21.09.22
308,Correlation studies of copper artifacts (2500-200 BCE) from Varanasi region and copper mining and smelting in tribal areas of Singhbhum,"AICTE, IKS",Dr. Chandan Upadhyay
309,TIFAC-MSME Program,TIFAC,Dr. Bhawana Verma
310,On the augmentation of heat transfer from external downward facing Convex surface of Calendria v,BRNS,Prof. Pradyumna Ghosh
311,Multi output hybrid solar inverter for low power applications,Ornate Agencies Pvt. Ltd.,Dr. R.K. Singh
312,Study of some Two dimensional fractional order nonlinear transport phenomena problems in porous media,BRNS,Prof. Subir Das
313,Developing novel therapeutic strategies for mitigating antimocrobial resistance,ICAR,Prof. Sanjay Kumar Singh
314,Effects of ceria support morphology for the synthesis of bimetallic catalysts for Nox reduction through H2-SCR,SERB,Dr. Sweta
315,Crack modulation in dried colloidal films by soft additives,SERB,Dr. Udita Uday Ghosh
316,Modelling of advanced polycrystalline materials for crystal plasticity simulations of machining processes,SERB,Dr. Srihari Dodla
317,Blowoff Dynamics of Afterburner Flame,DRDO (AR&DB),Dr. Anubhav Sinha
318,Effect of composition and microstructural alteration on constant and dynamic loading response of Al-Mg-Si alloys for electric vehicle application,SERB,Dr. Nikhil Kumar
319,Development of stable and tethered Os(II)-based catalysts for reductive stress mediated photo-catalytic anticancer activity,SERB,Dr. Samya Banerjee
320,Numerical modelling and optimization of isothermal chemical vapour infirltraiton (CVI) process for C/SiC composites using MTS/H2 mixture,ISRO,Dr. Vijay Maruti Shinde
321,Novel observations and modelling of the heating and dynamical plasma processes in the localized solar atmosphere,ISRO,Dr. Abhishek Kumar Srivastava
322,Development of Variable data rate CCSDS complaint direct digital demodulator,ISRO,Dr. Kishor P. Sarawadekar
323,Development of wearable internet of medical things for continuous health monitoring of astronauts,ISRO,Dr. Priya Ranjan Muduli
324,Development of algorithms for water quality monitoring using ground instrumentation and optical sensors onboard unmanned airborne vehicle and satellite data,ISRO,Dr. Shishir Gaur
325,Development of graphene/CNT FET based sensors for space applications,ISRO,Dr. Shivam Verma
326,Metasurface-based various components for applications in microwave and beyond,ISRO,Dr. Somak Bhattacharyya
327,Design and development of reconfigurable reflect array antenna at X-band,ISRO,Prof. Manoj Meshram
328,Development of microwave scattering algorithms for retrieval of crop biophysical parameters and soil moisture using polarimetrics SAR satellite data,ISRO,Dr. Rajendra Prasad
329,Designing metallic glass composites with immiscribe elements as alloying elements for improved plasticity,SERB,Dr. Sree Harsha Nandam
330,Design and development of kinetically stable electrolytes for next-gen Li-ion batteries (ElectroLilon),SERB,Dr. Abir Ghosh
331,Thermo-catalytic conversion of carbon dioxide into ethanol and higher alcohols,SERB,Dr. Sanjay Katheria
332,Electronics repairing and E-waste collection system,UBA,Prof. K.K Singh
333,Development and processing of magnetocaloric this sheets for enhanced thermomagnetic energy harvesting applications,SERB,Dr. Deepak K
334,"A Novel, Rapid, High-Throughput Characterization of Microbiome Dynamics through Cytomics and Machine Learning",SERB,Dr. Abhishek Suresh Dhoble
335,Development of an inexpensixe high-fidelity technique for the prediction of failure capacity of thin shell structures,SERB,Dr. Kshitij Kumar Yadav
336,"Experimental investigation of stability limits, NOx emissions and blowout phenomenon of ammonia - hydrogen-nitrogen air mixtures in a non-premixed swirl combustor",SERB,Dr. Santhosh R
337,Design and analysis of adaptive tow-steered laminates,SERB,Dr. Ayan Haldar
338,Investigation of processing techniques for the development of PPEK and Thermoplastic prepare technologies,DRDO,Prof. Pralay Maiti
339,Design and development of machine learning based methods for plant disease detection,UPCST,Dr.Ravi Shankar Singh
340,Development of high-strength vanadium microalloyed steels for heavy gauge plate,"Vanitec Limited, U.K.",Dr. Sudipta Patra
341,Graphite Aerosol studies in High Temperature Aerosol Facility for nuclear reactor applications,BRNS,"Prof. Prashant Shukla,"
342,Development of an Intelligent Internet of Things (IIoT)-enabled Portable Device for Early Diagnosis of Foot and Mouth disease of Dairy Cows,SERB,Dr. Prasenjit Chanak
343,Study of composition and thermo-mechanical processing of 4-8% Cu Al alloy for fabricating the fuselage skins and frames for aerospace application,CST-UP,Dr. Nikhil Kumar
344,Smart DC charging with integrated digital platform for CPOs and Power distribution companies,MEITY,Dr. Santosh Kumar Singh
345,Study on therapeutic and preventive efficacies of linoleic acid in hamster model of vasceral leishmaniasis,ICMR,Dr. Vinod Tiwari
346,Design and development of implantable and ingestible antennas for biomedical applications,SERB,Prof. Manoj Kumar Meshram
347,L-functions associated to modular forms and non-vanishing of poincare series,SERB,Dr. Abhash Kumar Jha
348,Catalyst development for reforming of biomass tar model compounds for hydrogen and syngas production,SERB,Dr. Rohit Kumar
349,Nanlocal elliptic equations with critical growth nonlinearities,SERB,Dr. Divya Goel
350,A numerical study of some non-classical diffusion/heat equations with free boundaries,SERB,Dr. Rajeev
351,Algorithms with provable guarantees for dynamic social networks,SERB,Dr. Lakshmanan Kailasam
352,Complete utilization of banana from farm till its disposal: A step towards the agricultural circular economy for the growth of agriculture and farmers in UP,UPCST,Dr. Vishal Mishra
353,Investigation of size effects on vibration and thermoelastic damping in nano-electro-mechanical systems of piezoelectric materials,SERB,Prof. Santwana Mukhopadhyay
354,Adaptive computational approach for rises fractional advection dispersion wave equations,SERB,Dr. Vineet Kumar Singh
355,Isoperimetiric bounds and obstacle placement problems for mixed steklov-Dirichlet eigencalues on Riemannian manifolds,SERB,Dr. Sheela Verma
356,Certain space of cusp forms spanned bt eat quotients and application,SERB,Dr. Abhash Kumar Jha
357,Metabolic engineering of rapid growing cyanobacteria for farnesene production and its scaleup studies,SERB,Dr. Sanjay Kumar
358,Proof of concept of developing in-cell reductive stress by Ir(III) transfer hydrogenation catalysts,BRNS,Dr. Samya Banerjee
359,Artificial intelligence & IoT based smart vet ecosystem for animal health patient care & precision livestock farming,ICAR,Prof. Sanjay Kumar Singh
360,"Novel and efficient hybrid material of CsPbBr3, Nanocrystals and organic complexes for multi-stimuli and dynamic optical encryption and decryption",SERB,Dr. Sunil Kumar Singh
361,Development of rare-earth-free metal vanadate phosphors for latent fingerprint detection,SERB,Dr. Praveen Chandra Pandey
362,Development of Brain/Liver-on-a-Chip Models for Understanding the Role of Liver in the Progression of Alzheimer's Disease during Diabetes,DST,Dr. Sanjeev Kumar Mahto
363,Hybrid Solar Wind Driven Combined Heat and Power System using Organic Rankine Cycle. (P.I.D.-1747,CST-UP,Dr. Arnab Sarkar
364,A new paradigm for flavour problems,UPCST,Dr. Gauhar Abbas
365,Inverse estimation of uncertainty in intact rocks properties at meso-scale using full-field strain measurements,SERB,Dr. Bhardwaj Pandit
366,Silicon carbide devices based high voltage gain converter with novel current-source gate driver for electric vehicle powertrain,SERB,Dr. Santosh Kumar Singh
367,Development of peripherally acting Nanoformulation of opioids for the treatment of neuropathic pain,CST-UP,Dr. Vinod Tiwari
368,DNN- Derived Innovative Flexible Frequency Selective Surfaces for Stealth and 5G Electromagnetic Shielding Applications,SERB,Dr. Ravi Panwar
369,Development of nano bonded alumina magnesium borate refractory castable application for Indian petrochemical industry,SERB,Dr. Manas Ranjan Majhi
370,Assessment of Safe Parting Thickness and Optimum Goaf Edge Support Requirement for Extraction of Pillars under Soft Cover,CMPDI,Prof. Sanjay Kumar Sharma
371,"Design, development and microstructural engineering of ultra-strong maraging medium entropy alloys",SERB,Dr. Praveen Sathiyamoorthi (PI)
372,Enhancement of detection capability of Pyroelectric detectors in Infrared (IR) and Terahertz (THz) region,DRDO,Dr. Saurabh Tripathi
373,"Manufacturing of complex titanium assembly part for missile using fabrication, simulation, testing & prototyping studies",DRDO,Prof. Santosh Kumar
374,Bringing global sustainable solutions for clean rivers in India through the concept of living lab,"Danish Embasy, New Delhi",Dr. Shishir Gaur
375,Pressure Assisted Flash Joining of Ceramic Materials,SERB,Dr. Mohammad Imteyaz Ahmad
376,Cell laden 3-D bioprinted 2-dimensional (2-D) hydroxyapatite nanocrystals/alginate/collagen piezo-biocomposite scaffold for bone tissue engineering applications,SERB,Dr. Ashutosh Kumar Dubey
377,Wafer-scale integration and interfacia engineering of 2D van der Walls superlattice for next-generation nano-scale devices,SERB,Dr. Santanu Das
378,Data anomaly detection and mitigation for distrubuted control and optimizaiton with inverter-based resources (IBR) in cyber-physical networked infrastructures (CPNI),"I-DAPT, IIT(BHU)",Dr. R.K. Singh
379,Nano-ion Chromatograph in Action - Sustainable and scalable quantum dots paves a Facile route for Rare Earth Ions Seperation Through Advanced Hydrometallurgy,Ministry of Mines,Prof. Pralay Maiti
380,"Assessment of Work Posture of Mine Equipment Operators in Relation to Whole-Body Vibration Exposure-Using RULA, REBA and Human Modilling Approach",SERB,Dr. Sanjay Kumar Palei
381,LoRA-enable Indoor-Outdoor Long-Range Message Sharing System: from device desgin-to-deployment,"I-DAPT, IIT(BHU)",Dr. H.P. Gupta
382,"Development of a Low-cost, Privacy-secured and vision-based divergent behavior prediction system for both individual and group","I-DAPT, IIT(BHU)",Dr. Tanima Dutta
383,Center for development of drone related technologies,"I-DAPT, IIT(BHU)",Dr. Shyam Kamal
384,"Production, characterization and conbustion studies on sustainable avaiation fuel",SERB,Dr. J.P. Chakraborty
385,Preparation & characterization of natural products devired self-surface functionalized carbon dots for oral cancer theranostics,CST-UP,Dr. Alakh N. Sahu
386,Animal studies to establish the efficacy of surface polarized sodium potassium niobates for orthopedic implant application,CST-UP,Dr. S. K. Mishra
387,A data driven toolkit for enabling multimodal freight transportation in India and Austria,DST,Dr. Agnivesh Pani
388,Making transit accessible to all : Ensuring fairness and equity in Data - Driven Transit Planning,"I-DAPT, IIT(BHU)",Dr. Agnivesh Pani
389,Installation of Pavan Vruksh for harnessing wind energy at GTAC/Institute Library Premises of IIT(BHU),"I-DAPT, IIT(BHU)",Dr. N Krishna Swami Naidu
390,Revisting traditional Indian agribulture parctices against climate change vulnerabilities using machine learning techniques,DST,Dr. Ruchir Gupta
391,Development of paper-based analytical devices for molecular sensing,"I-DAPT, IIT(BHU)",Dr. Pranjal Chandra
392,Development of disaster response system for collecting & disseminating information through social media test processing,UPCST,Dr. Sukomal Pal
393,Development of a ligtweight Android mobile software powered by Deep Learning for indentification ofplant leaf disease,DST,Dr. Pratik Chattopadhyay
394,Higgs physics within and beyond the standard model,SERB,Dr. Gauhar Abbas
395,Averera Project,"I-DAPT, IIT(BHU)",Dr. Amitesh Kumar
396,Development of exosome-based drug delivery system for naturally inspired novel multifunctional Neuroprotective molecules and their biological evaluation in Alzheimer's disease models,ICMR,Dr. Gyan Prakash Modi
397,Knowledge patnership for digital metrology,Ministry of Consumer Affairs (MoCA),Dr. N.S. Rajput
398,Utilization of low grade coal for production of high quality graphene and carbon nano-particles for energy storage,CMPDI,Prof. Y.C. Sharma
399,A novel meso micro scale coupling approach for wind resource assessment,GE-SERB,Dr. Arnab Sarkar
400,Design and development of antenna for surface acoustic wave (SAW) wireless temperature sensor,DRDO,Prof. Manoj Kumar Meshram
401,Instability mechanism of magnetohydrodynamic non-isothermal annualar poiseuille flow: A numerical study,SERB,Dr. Manish Kumar Khandelwal
402,Surface modification of porous electrodes for energy storage systems,GITA-DST,Prof. Prabhakar Singh
403,Synthesis of movable monostatic radar mapping system for soil moisture retrieval,DST,Prof. Rajendra Prasad
404,Exploration of Indian Clays for the development of functional materials through surface modification,SERB,Prof. Pralay Maiti
