SNo,Project Name,Scheme Name,PI Details
216,Design and development of In-pipe robot,"Guwahati Technology Innovation and Development Foundation, TIH, IIT Guwahati",Prof. Pushparaj Mani Pathak
217,Development of Nano-micro matrices for the delivery of bioactive micronutrients and therapeutics,"ICAR - NASF , New Delhi",Prof. Naveen Kumar Navani
218,Stability analysis of two phase multicomponent convective flow in fluid - porous layer and its fully discrete finite element approximation,"Department of Atomic Energy, Mumbai",Prof. Ameeya Kumar Nayak
219,Development of Specifications for use of water plastic in asphalt mixtures: a major step towards building sustainable road infrastructure,"National Rural Infrastructure Development Agency (NRIDA), New Delhi",Prof. Nikhil Saboo
220,DST Inspire Faculty Fellowship,"DST, New Delhi (Transfer from Institute of Nanoscience & Technology, Mohali to I.I.T. Roorkee, Roorkee",Dr. Kaushik Parida (Inspire faculty)
221,Interlinked seasonal evolution of supraglacial lakes and ice velocity changes of glaciers in Greenland,"ISRO, Bengaluru",Prof. Saurabh Vijay
222,Computer tomography (CT) based algorithm for non-destructive quality assessment of ceramic joints of the components used in space applications,"ISRO, Bengaluru",Prof. Mayank Goswami
223,Landslide monitoring forecasting and mitigation system,"ISRO, Bengaluru",Prof. R. Balasubramanian
224,Experimental and numerical analysis of light weight nanocomposites for static and dynamic loading,"ISRO, Bengaluru",Prof. Avinash Parashar
225,Development of solid electrolytes for high voltage and high energy density Li and Na-ion batteries,"ISRO, Bengaluru",Prof. Anjan sil
226,Advanced Nanocomposite Polymeric membranes for conversion of wastewater into potable water and revitalization of air in space,"ISRO, Bengaluru",Prof. Bhaskar Jyoti Deka
227,Development of Super thermal insulting material (AEROGEL) based flexible blanket system for the interplanetary missions with gaseous convective environments,"ISRO, Bengaluru",Prof. Kaushik Pal
228,Water Security assessment at the river basin level using the water footprint concepts,"ISRO, Bengaluru",Prof. Basant Yadav
229,Impedance calculation and load flow analysis in railway traction system,"Research Designs & Standards Organization (RDSO), Lucknow",Prof. Bhavesh Kumar R. Bhalja
230,Hydrological studies of ganga flood plain (Hydro Flood),"IRD, Thailand",Prof. Ankit Agarwal
231,"Design and development of an intelligent unmanned aerial vehicle applied to open cast minefield surveillance for real-time monitoring, hazards and vulnerability assessment",I-Hub Foundation for COBOTICS (Technology Innovation Hub of IIT Delhi Govt. of India),Prof. Pushparaj Mani Pathak
232,Indigenization of Digitally tunable microstrip band pass filter for reconfigurable 5G Communication System,"SERB, New Delhi",Prof. Gowrish B.
233,Corrosion test materials characterization of stainless steel,"SM Indian Welds Consultancy Pvt. Ltd., New Delhi",Prof. P.C. Ashwin Kumar
234,Development efficient colloidal quantum dot-based solid-state light emitters in the short-wave infrared region of 1500-1700 nm,"SERB, New Delhi",Prof. Santanu Pradhan
235,Nature of Proterozoic gold reservoirs : Evidence from the lawA gold deposit north Singh bhum mobile beet eastern India,"SERB, New Delhi",Prof. Rajarshi Chakravarti
236,Prototype development to treat pesticide residue in surface water bodies in rural areas,"Ministry of Jal shakti, Department of Drinking water and sanitation",Prof. Sumana Ghosh
237,Alignment and clustering of 3D cryo-electron sub tomograms using SFSC (spectral Signal- to noise ratio-based Fourier shell correlation scoring function for improved reinforcement and structure resolution,"SERB, New Delhi",Prof. Jitin Singla
238,Development of advanced nanocomposite proton exchange membrane-based fuel cells suitable for automobile applications,"Schaeffler India Limited, Baner, Pune, Maharashtra",Prof. Amit Chandrakant Bhosale
239,A high - resolution study of Indian monsoon variability and its teleconnections during the Holocene,"SERB, New Delhi",Prof. Champoungam Panmei
240,Regional cooperation for freshwater ecosystem services in Himalayas (REFRESH) : understanding the influences of monsoon variability and compound extremes,"Asia Pacific Network (APN), Tokyo, Japan",Prof. Ashutosh Sharma
241,RJS Assisted cell-free NOMA system for 5G and beyond communication,"SERB, New Delhi",Prof. Ekant Sharma
242,Development of a moment of fluid framework integrating machine learning based curvature estimation for non-Newtonian two-phase flows in complex geometrics,"SERB, New Delhi",Prof. Nikhil Kumar Singh
243,Smart device services diagnostic capabilities,"HP, Inc United States",Prof. Partha Pratim Roy
244,Large scale relativistic calculations for atomic structure and electron impact excitation of impurity ions,"International Atomic energy agency, (IAEA), Vienna, Austria",Prof. Lalita Sharma
245,Formability analysis during hole-flanging process for developing auto-body components along with robust numerical modelling guideline for industrial implementation,"SERB, New Delhi",Prof. Shamik Basak
246,Development of omni phobic nanofibrous membrane for hybrid absorbent-membrane distillation technology to achieve nearly zero liquid discharge and resources recovery from seawater brine waste,"SERB, New Delhi",Prof. Bhaskar Jyoti Deka
247,Multiphase Inductive power transfer system for contactless fast charging of electric vehicles,"SERB, New Delhi",Prof. Apurv kumar Yadav
248,Machine learning based drowsiness detection for semi-automated driving applications in health 4.0 and industry 4.0,"SERB, New Delhi",Prof. Tharun Kumar Reddy
249,Optimization of the performance of rotary kiln to maximize percentage metallization including use of natural gas/syngas as reductant,"Bureau of energy efficiency, New Delhi",Prof. Shabina Khanam
250,Networked adaptive traffic signal in IoT enabled smart cities,Technology Innovation Hub at the Indian statistical institute Kolkata,Prof. Dhish kumar Saxena
251,Design of Analog-to-digital converters with a band pass frequency response for wireless applications,"SERB, New Delhi",Prof. Saravana kumar M
252,Underlying Mechanisms of solidification microstructure formation during metal additive manufacturing,"SERB, New Delhi",Prof. Supriyo Ghosh
253,Development of hybrid finishing process by in situ laser polishing and machining to improve machinability of laser additive manufactured components,"SERB, New Delhi",Prof. Amit Choudhary
254,An integrated approach to quantify the impacts of climate change and socioeconomic dynamics on human health risk associated with contaminated urban floodwaters,"SERB, New DELHI",Prof. Mohit Prakash Mohanty
255,Dynamic Graph Algorithms for Pan genomics,"SERB, New Delhi",Prof. Shahbaz Khan
256,Identifying Current & future GLOF risk over contrasting topographic and climate zones of Indian himalya using earth observations date and modeling,"Ministry of Earth Sciences, New Delhi",Prof. Saurabh Vijay
257,Earthquake warning system (EEWS) using deep learning approaches,"Ministry of Earth Sciences, New Delhi",Prof. Anand Joshi
258,Probabilistic floods and sediment transport forecasting in the Himalayas during the extreme events,"DST, New Delhi",Prof. Sumit Sen
259,Image based feature extraction using AI & Ml for quantification of complex subsurface pore scale structures to assess the impact of CO2 + H2 storage,"Kaunas University of Technology, Lithuania",Prof. Ravi Sharma
260,SERB N-PDF,"SERB, New DELHI",Prof. Indrajit Ghosh
261,Design and development of new prototype for RIS-aided communication,"IIITB COMET Foundation, Bengaluru",Prof. Ekant Sharma
262,Development of Physics models for capacity fade prediction of the battery for oorja,Oorja Energy Bangalore,Prof. Ashwini kumar Sharma
263,NBHM Post-Doctoral Fellowship,"DAE, Mumbai",Prof. Saugata Gangopadhyay (MENTOR)
264,SERB N-PDF,"SERB, New DELHI",Prof. Rajdeep Chatterjee (Mentor)
265,Optimizing electric bus routes for smart cities,"SERB, New DELHI",Prof. Hemant kumar Suman
266,SERB N-PDF,"SERB, New DELHI",Dr. Ritvik Dhanraj Chauhan
267,role of reactive astrocytes in trans-synaptic transfer of abnormal tau in Alzheimer’s disease,"SERB, New DELHI",Prof. Sachin Suresh Tiwari
268,Design and fabrication of a bio-inspired surface with modified fluid structure interaction for enhanced under water performance,"DRDO, New Delhi",Prof. Sushanta Dutta
269,SERB-TARE (Teachers Associateship for research excellence),"SERB, New DELHI",Dr. Manikandan V M
270,Characterizing flame- acoustic-turbulence interaction in premixed combusion of sustainable/low carbon fuels and their blends,"SERB, New DELHI",Prof. Ajit kumar Dubey
271,Development of photonic enhanced multiparameter detection platform for TBI screening,"DRDO, New Delhi",Prof. Sachin kumar Srivastava
272,SERB-N-PDF,"SERB, New DELHI",Dr. Ekta Purwar
273,smart power sharing between solar PV-Bess energized AC micro-grid and utility mains,Ministry of Electronics & Information Technology,Prof. Sumit Ghatak Choudhuri
274,3D printed hybrid electrode based wearable pressure sensor for early detection of diabetic foot ulcer,"SERB, New DELHI",Prof. Kaushik Parida
275,Novel synthesis and application of metallocarbene’s derived from carbonyl compounds,"SERB, New DELHI",Prof. Yadagiri Dongari
276,research partnership agreement between WIPRO Ltd. And IIT Roorkee,"WIPRO Limited, Bangalore",Prof. Karun Rawat
277,Longitudinal Survey for survey hazards (LENS),"Scientific coordinator of co-prepare, institute of environmental science and geography university of Potsdam",Prof. Roopam Shukla
278,High entropy solid electrolyte for next generation battery technology with high energy and power density,"SERB, New DELHI",Prof. Swastika Banerjee
279,visible light driven synthesis of fused o-heterocycles via radical cross coupling methodologies,"SERB, New DELHI",Prof. Anuj Sharma
280,Organic emitters with heterocyclic acceptors for thermally activated delayed fluorescence and room temperature phosphorescence applications,"SERB, New DELHI",Prof. K.R. Justin Thomas
281,Biofortification of millets for enhancement of micronutrients and bioavailability using probiotic yeast & bacteria,"Indian Council medical research, New Delhi",Prof. Naveen Kumar Navani
282,IKS Internship Program 2022,"IKS AICTE, New Delhi",Prof. Anil Kumar Gourishetty
283,Liquid crustal elastomer-based opto-mechanical control of photonic resonators,"SERB, New Delhi",Prof. Anjani kumar Tiwari
284,the discrete coagulations equations with collisional breakage,"SERB, New Delhi",Prof. Ankik kumar Giri
285,Construction of entanglement assisted quantum error-correcting codes from linear codes,"SERB, New Delhi",Prof. Maheshanand
286,Reduced order model development for state of charge estimation in a lithium ion battery management system,"SERB, New Delhi",Prof. Ashwini kumar Sharma
287,emergency aware intelligent dynamic traffic signal system for smart cities,"CSIR, NEW DELHI",Prof. Neetesh Kumar
288,Development of biofidelic surrogate dummy models and to study their response against explosive blast loads using experiments and numerical simulations,"DRDO, Hyderabad",Prof. Shailesh govind Ganpule
289,Investigation of orthogonal regularized deep neural networks for classification tasks,"SERB, New Delhi",Prof. Jeevanand S.
290,synthesis of novel antibacterial nanometal carbon hybrids agents along with H2 from waste biomass,"DBT, New Delhi",Prof. Siva Mohan Reddy Narapureddy
291,An experimental investigation of the formulation to reduce the foaming issues in high-speed printing by the addition of a sustainable catalyst,UFLEX LTD. (CHEMICAL DIVISION NOIDA),Prof. Millie Pant
292,A comprehensive Gls-based toolkit for investigating the cultural routes of Bhotia's trade routes in Uttarakhand,"DST, NEW DELHI",Prof. Ram sateesh pasupuleti
293,Studies on development of low GWP Chemicals,"MINISTRY OF ENVIRONMENT FOREST AND CLIMATE CHANGE OZONE CELL, NEW DELHI",Prof. Vimal Chandra Srivastava
294,"Development of Biodegradable Intracameral Implants and Drug Loaded Intraocular Lenses for Treatment of Open Angle Glaucoma""","SERB, New Delhi",Prof. Prateek kumar Jha
295,"community based Managed Aquifier recharge (CoMAR) in rural clusters: A tool for sustainable and safe drinking water supply""","Ministry of Jal shakti, Department of Drinking water and sanitation",Prof. Basant Yadav
296,development of lead-free perovskite solar cells for indoor lighting - a green solution for a grey problem free- solar,"DST, New Delhi",Prof. Soumitra Satapathi
297,designing secure and robust artificial intelligence (AI) algorithms and accelerators,"SERB, New Delhi",Prof. Sparsh Mittal
298,Fabrication of bioabsorbable rigid internal fixation system using indigenous biosynthesized polymer,"ICMR, New Delhi",Prof. Saugata Hazra
299,Fast & Computationally efficient integrative regularization methods for solving inverse problems,"SERB, New Delhi",Prof. Ankik kumar Giri
300,Understanding retro trans poson machinery through the delineation of the LINE1-RNP complex composition in mice germ tissue,"DBT, New Delhi",Prof. Prabhat kumar Mandal
301,Design - flood estimation for resilient hydraulic structures under changing climate and environment,"SERB, New Delhi",Prof. Vinnarasi rajendran
302,Motivational and cognitive determinants of self-regulated learning in vocation-focused online course: A case study of Newton School,"Newton School Incanus technologies pvt. Ltd., Bangalore",Prof. Ram Manohar Singh
303,Luminescent organic single crystals for flexible display devices,"SERB, New Delhi",Prof. Kaushik Parida
304,Varietal classification of seeds using deep learning and INR Hyperspectral Imaging Technique,"SERB, New Delhi",Prof. R. Balasubramanian
305,Computer-aided structure-based molecular engineering or nanobodies against SARS-COV-2 Spike Protein,"ICMR, New Delhi",Prof. Shailly Tomar
306,Development of resilient and trust-based cooperative control schemes for multi-lane heterogeneous vehicle platooning mixed traffic scenarios,"SERB, New Delhi",Prof. Arnab Dey
307,Dual-frequency and polarimetric SAR observations of lumbar polar region for water ice and surface roughness characterization/ Estimation,"ISRO, Bengaluru",Prof. Dharmendra Singh
308,Synergistic design and thermal performance analysis of a liquid coded microfluidic thermal management system for a lithium-ion battery pack for electric vehicles,"SERB, New Delhi",Prof. Ram prakash bharti
309,Protecting human health through a one health approach,"International water management institute, Sri lanka",Prof. Himanshu Joshi
310,Micro-mechanics-based fracture model for welded connection for avoiding brittle failure in steel member connections,"SERB, New Delhi",Prof. P.C. Ashwin Kumar
311,Effect of torsional ground motion on code complaint buildings in seismic risk frame work,"SERB, New Delhi",Prof. Saurabh Shiradhonkar
312,Design fabrication and characterization,"SERB, New Delhi",Prof.Abhishek Tiwari
313,Chemical recycling of unsaturated polyester resin and its composites,"John Deere India Pvt. Ltd., Pune",Prof. Pradip Kumar Maji
314,Reliability based design of tunnels in anisotropic spatially variable residual soil slopes,"SERB, New Delhi",Prof. Akansha Tyagi
315,Design and development of coffee harvesting machine,Central coffee research institute,Prof. Bibhuti Ranjan Bhattacharjya
316,INSPIRE Faculty Fellowship,"DST, New Delhi",Prof. Sayanti Chatterjee
317,International Centre of excellence for dams (ICOED),"Central water commission, Department of water resources, River development & Ministry Jal Shakti, Government of India","Prof. N.K. Goel,  Prof. M.L. Sharma (New PI)"
318,Fault detection and localization in hybrid AC/DC microgrid,"DST, New Delhi",Prof. Bhaveshkumar R. Bhalja
319,an efficient use of e-waste and EM techniques for development of broad band radar wave absorbing materials,"SERB, New Delhi",Prof. Dharmendra Singh
320,Study of optical pulses and Beams with Optical Angular Momentum,"SERB, New Delhi",Prof. Ahilesh Kumar Mishra
321,Tectono- climatic influence on the growth of terminal fans in the ganga plain,"SERB, New Delhi",Prof. Pitambar Pati
322,Assessing the exchange between groundwater and surface water to understand the major factors controlling the long term quality and quantity of water reserves in the Indian Himalayan watershed with special attention to the Dehradun region,"SERB, New Delhi",Prof. Pallavi Chattopadhyay
323,"Development of digital twin for centrifugal pump and system, pipelines providing sea water supply to main propulsion plant on board naval platforms","DRDO, Visakhapatnam  ,Ministry of Defence",Prof. Anil Kumar
324,secure framework for IOT devices using physical unclonable functions on FPGAs,Data Security Council of India (UP),Prof. Bishnu Prasad Das
325,Maximizing carbon sequestration in cement-based construction through material innovation and additive manufacturing,"DST, New Delhi",Prof. Anjaneya Dixit
326,Investigations on selective proliferation and transport of antibiotic resistant bacteria (ARBs) by micro plastics,"ICMR, New Delhi",Prof. Sudipta Sarkar
327,AI- Based Geo-enabled crop insurance and farm equipment renting solutions under bhoomi cam pvt. Ltd start up,"IIT Bhilai Innovation and technology foundation (IBITF) Raipur, Chhattisgarh",Prof. Siddhartha Khare
328,conservation and divergence in the function and regulatory networks downstream of PLETHORA genes in the control of different branching events in rice,Indo-French center for the promotion of advanced research (IFCPAR)/Department of science & technology,Prof. Shri Ram Yadav
329,research partnership agreement between WIPRO Ltd. And IIT Roorkee,"MNRE , NEW DELHI",Prof. Arun Kumar
330,Development of micro/Nano-encapsulated PCM - water (DM/DI) slurry as heat transfer fluid,"DRDO, Hyderabad",Prof. Sujay Chattopadhyay
331,DBT- Senior Research Fellowship,"Regional Centre for biotechnology, department of biotechnology, govt. of India, Faridabad, Haryana",Ms. Deepmala Karmakar (DBT-SRF)
332,Design and fabrication of self-expendable stent using 3D Printing,"Uttarakhand state council for science & technology, Dehradun",Prof. Varun Sharma
333,Fabrication of highly stable and efficient perovskite solar cells,"Uttarakhand state council for science & technology, Dehradun",Prof. Soumitra Satapathi
334,Permanent sequestration of gigatons of CO2 in continental margin basalt deposits,"DST, New Delhi",Prof. Ravi Sharma
335,Ion Exchange driven direct carbon capture and sequestration system (IXDCCS),Indo-U.S. Science and technology forum (IUSSTF),Prof. Sudipta Sarkar
336,Development of Lora and LPWAN based system for smart cities,"Well matrix Co. Ltd. Changwon, South Korea",Prof. Pyari Mohan Pradhan
337,Modelling of creep and rolled joint leak tightness in pressure tubes,"DAE, Mumbai",Prof. Indra Vir Singh
338,effect of sequence of loading on the fatigue life of GFRP composites,"DRDO, Delhi",Prof. Indra Vir Singh
339,recycling of valuable metals from discarded printed circuit boards,"DST, New Delhi  Indo - Serbia",Prof. Nikhil Dhawan
340,Development of multi-purpose low cost hybrid dampers for enhanced seismic and wind performance,"DST, New Delhi",Prof. P.C. Ashwin Kumar
341,"National network project of Jawaharlal Nehru university, new Delhi","DBT, New Delhi",Prof. Shri Ram Yadav
342,Societal empowerment of artisans and rural community through geographical indications: exploring opportunities in garhwal region of Uttarakhand,"ICSSR, New Delhi",Prof. Rajat Agarwal
343,Design of high-performance electrolytes for magnesium ion batteries using state-of-the-art computational approaches,"DST, New Delhi",Dr. Ashu Choudhary (DST- WoS-A)  Women Scientist
344,Development of PIC code to study beam dynamics in a re-circulating type RF accelerator,"DAE, Mumbai",Prof. Puneet Jain
345,"Developing deep learning-based strategies, tools and apps for global financial markets","Smart alpha pvt. Ltd, Hyderabad, Telangana",Prof. Rishman Jot Kaur Chahal
346,Hydrogen enriched syngas production from pine needle using bubbling fluidized bed gasifier,"SERB, NEW DELHI",Prof. Shabina Khanam
347,FIST Engineering sciences Level B C or D,"DST, NEW DELHI",Prof. Bhaveshkumar R. Bhalja
348,Development of multi-stable elastic - wave bandgap metamaterial for vibration mitigation applications: numerical simulation and experimentation,"SERB, NEW DELHI",Prof. Siladitya Pal
349,Development of stem cell encapsulated 3D bio printed gols for beta cell replacement therapy I diabetes mellitus,"Chellaram Diabetes Research Centre, Pune",Prof. Gopinath Packirisamy
350,Impact of Speed limit on road capacity and safety,"Ministry of Road Transport and Highways, New Delhi",Prof. Satish Chandra
351,Technological innovations for development of functional foods from ethnic fermented foods of the Indian Himalayas,"DBT, New Delhi",Prof. Naveen kumar Navani
352,Elucidating the structural architecture and glycosaminoglycan binding preferences of CXC - CC/CXC chemokine heterodimers involved in atherosclerosis,"SERB, NEW DELHI",Prof. Maruthi Krishna Mohan Poluri
353,Development of digital predistortion technique for linearization of high power amplifier in VHF/UHF,"DAE, Mumbai",Prof. Meenakshi Rawat
354,Developing a roadmap to rejuvenate the handloom industry of trpura,"National Bank for agriculture & rural development, Mumbai",Prof. Bibhuti Ranjan Bhatacharya
355,Shell model study for allowed and forbidden beta decays,"SERB, NEW DELHI",Prof. Praveen Chandra Srivastava
356,Morphological and hydrological study of mohand rao river for elevated delhi dehradun highway,Natoinal highway authority of India,Prof. Pramod kumar Sharma
357,Machine-learning based PV power forecast and grid support solutions for PV integration in diverse climatic zones across serbia and india,"DST, NEW delhi  (Indo-serbia) international cooperation division",Prof. Rhythm Singh
358,An investigation of fatigue damage of additively manufactured IN718 alloys with novel multilayered thermal barrier coatings,"SERB, NEW DELHI",Prof. Vidit Gaur
359,object detection by fusion of terahertz and infrared imaging,"DRDO, Dehradun",Prof. B.K. Kaushik
360,Construction of universal single pot human antibody libraries from indian donors,"SERB, NEW DELHI",Prof. Rajesh Kumar
361,Development of wireless portable potentiostat for non-invasive and point -of - care detection of tobacco related cancers,"ICMR, New Delhi",Prof. Gopinath Packirisamy
362,Development of a prototype hydro kinetic unit as r&d Projects,"Satluj Jal Vidhyut Niga, incorporated, Shimla, Himachal Pradesh",Prof. M.K. Singhal
363,TARE - SCHEME,"SERB, NEW DELHI","Dr. Bikash sharma (p.i).,  Sikkim manipal institute of technology, majitar, rangpo, sikkim"
364,Fire severity experiments in design fire experimental facility at IIT Roorkee,"Bhabha Atomic Research Centre (BARC), DAE, Mumbai",Prof. Ravi kumar
365,Ramanujan Fellowship,"SERB, NEW DELHI",Dr. Rajneesh Singh (Ramanujan Fellow)
366,"Upgradation of Laboratory facilities to Indian Institute of Technology, Roorkee","Ministry of new & Renewable energy, NeW Delhi",Prof. Arun Kumar
367,Regulating the monocyte trafficiking through structure guided inhibition of chemokine receptor glycosamino glycan interactions,"SERB, NEW DELHI",Prof. Maruthi Krishna Mohan Poluri
368,Creation of nodal centers for development and production of key starting materials intermediates and other raw materials that are required by the health care sector,"DST, NEW DELHI",Prof. Debasis Banerjee
369,synthesis of small molecule gold nanocomposites for fluorescence-based biomolecule sensing,"CSIR, NEW DELHI",Prof. Kalyan k. Sadhu
370,Expert system for job Recruitment,"Hire Gate Consulting Services, Kolkata, West Bengal",Prof. Shiv Kumar Gupta
371,Study the evolution of cancer progression - a ame theoretical approach,"SERB, NEW DELHI",Prof. Sourav kumar Sasmal
372,Structural analysis of deoxyhypusine hydroxylase (DOHH) and anti - parasitic drug design,"ICMR, New Delhi",Prof. Pravindra Kumar
373,Design and development of municipal solid waste fuelded battery charging station using solar assisted plasma pyrolysis,"Swachhta Action Plan (SAP), Chennai, MOE","Prof. Thanga Raj Chelliah,  Centre for sustainable Energy"
374,Extraction of precious metals from e-waste using microbes by setting up India’s first bio-chemical refinery at pilot scale,"Swachhta Action Plan (SAP), Chennai, MOE",Prof. Ravindra Pandey
375,A novel power - on pilot IC for Ultra-low power wireless IoT devices,Ministry of Electronics & Information Technology,Prof. Sudeb Dasgupta
376,Performance assessment and upscaling of passive underground storage facility in Leh Ladakh,"DIHAR, DRDO, Ministry of Defence, LEH",Prof. Rajasekar Elangovan
377,Strengthening the psychological fabric of the ganges : exploring the contours of spiritual and emotional well-being,Indian Council of Social Sciences Research (ICSSR),Prof. Pooja Garg
378,Evaluation and retrofitting of existing buildings for safe and sustainable built environment,"DST, New Delhi  (INDO-PORTUGAL RESEARCH PROJECTS)",Prof. Yogendra Singh
379,3D DRAM and 3D DRAM TCAD and modeling,Applied Materials Inc. (USA),Prof. Sanjeev Manhas
380,"Identify, quantity, and isolate rotor interturn faults in large synchronous motors (ABB AMS and AMZ type)","ABB Global Industries and Services Private Limited (ABB GISPL) , Bengaluru, Karnataka",Prof. Jeevanand S.
381,Development of micro - structure based predictive tools for impact shock - sensitivity estimation of polymer bonded explosives (PBXs),"DRDO - TBRL, Chandigarh",Prof. Siladitya Pal
382,technique for context - based security analysis of platform,"DRDO, NEW Delhi",Prof. Sateesh kumar Peddoju
383,"Simultaneous tuning of I, II and III mode frequency of FEA model with experimentally measured frequencies","DRDO, NEW Delhi",Prof. S. H. Upadhyay
384,Development of terrestrial ecosystem model to study CNP budget over India under the framework of IGBP,"National Remote Sensing Centre (NRSC), ISRO, Hyderabad",Prof. Pyari Mohan Pradhan
385,A system and method for simultaneous removal of arsenic and fluoride from contaminated water using novel hybrid adsorbent,SRIC Development Fund under TRLB Scheme,Prof. Prasenjit Mondal
386,21st Century evolution of small glaciers and their impact on regional hydrology in the Himalayas (ETERNALHIM),"Ministry of Earth Sciences, New Delhi",Prof. Saurabh Vijay
387,Low carbon pathways for transport and energy sectors,"International Sustainable Energy Foundation, Austin, Texas -78705",Prof. Rhythm Singh
388,Development of Hack free Hydro Plant control systems,IHUB Divyasampark,"Prof. Thanga Raj Chelliah,  Centre for sustainable Energy"
389,Development of NON-invasive biosensor for early detection of lung cancer,IHUB Divyasampark,Prof. Gopinath Packirisamy
390,Intelligent predictive and prescriptive systems for traffic and pavement condition management in a smart city,IHUB Divyasampark,Prof. Indrajit Ghosh
391,Design and Development of fully instrumented anti-rotational helmet,IHUB Divyasampark,Prof. Shailesh govind Ganpule
392,Design & Development of low cost compact automated guided vehicle for payload movement in housing and urban industries,IHUB Divyasampark,Prof. Sohom Chakrabarty
393,Machine-learning based PV power forecast and grid support solutions for PV integration in diverse climatic in india,IHUB Divyasampark,Prof. Rhythm Singh
394,Development of T-CPS for intelligent mobility & efficient traffic control in smart cities a promising future,IHUB Divyasampark,Prof. Amit Agarwal
395,Machine-learning based PV power forecast and grid support solutions for PV integration in diverse climatic in india,IHUB Divyasampark,Prof. Raksha Sharma
396,Development of catheter based point of care rapid multi-stage diagnostics towards surveillance of patients with urinary tract infection,IHUB Divyasampark,Prof. Saugata Hazra
397,Development of the textbook material and supplementary material on Sanskrit based knowledge systems for higher secondary & undergraduate students,"IKS Internship, All India Council for Technical Education",Prof. Anil Kumar Gourishetty
398,Embedding crowding to passenger information system using electronic ticketing data,Technology Innovation Hub of IIT Kharagpur Artificial Intelligence,Prof. Rishman Jot Kaur Chahal
399,Functions and interactions of WESCHEL RELATED HOMEOBOX AND PLETHORA genes during post-embryonic adventitious root organogenesis in rice,"DBT, New Delhi",Prof. Shri Ram Yadav
400,Development and demonstration of a novel framework for transient thermoregulation-based comfort conditioning,Technology Innovation Hub of IIT Bombay,Prof. Rajasekar Elangovan
401,Development of adaptive control operation and protection scheme for smart hydrid microgrid,SPARC - MHRD,Prof. Manoj Tripathy
402,Spintronics based hardware security primitives,SPARC - MHRD,Prof. Brajesh Kumar Kaushik
403,Development of inhalable theronostic nanoparticles for lung cancer diagnosis and therapy,SPARC - MHRD,Prof. Gopinath Packirisamy
404,Experimental and numerical investigation of additively manufactured ni-based super alloy for aerospace applications,SPARC - MHRD,Prof. Vidit Gaur
405,Improvement of grid resiliency during high penetration of smart grid renewable resources using coordinated protection and control strategy,SPARC - MHRD,Prof. Bhaveshkumar R. Bhalja
406,Machine learning augmented SPICE Models for efficient circuit design,Semiconductor research corporation united states,Prof. Avirup Dasgupta
407,INSPIRE FACULTY FELLOWSHIP,"DST, New Delhi",Dr. Niwesh Ojha
408,Social inequalities and burden of lifestyle related chronic diseases among adult women in north India: generating statistical evidence base for policy and programme interventions,SPARC - MHRD,Prof. Anindya Jayanta Mishra
409,on Decomposition of taple commuting contrations and numerical radius,"SERB, NEW DELHI",Prof. Amit Maji
410,INSPIRE FACULTY FELLOWSHIP,"DST, New Delhi",Dr. Pankay Dey (INSPIRE Faculty)
411,INSPIRE FACULTY FELLOWSHIP,"DST, New Delhi",Dr. Pooja Jangir
412,Development of bioelectronic sensor technology coupled with high throughout metabolomics for quality control of jatamansi : an economically important medicinal plant,"DBT, New Delhi",Prof. Debabrata Sircar
413,Development of a bioelectronic sensor for nondestructive early detection of rice shealth blight : a serious destructive rice disease,"STARS, Ministry of Education, Indian Institute of Science",Prof. Debabrata Sircar
414,Investigation of therapeutic potential of a novel engineered astrocyte specific albumin Nano composite in sporadic Alzheimer’s disease model,"STARS, Ministry of Education, Indian Institute of Science",Prof. Sachin suresh Tiwari
415,Development of a stability & reliability aware design methods for SRAM based CIM for AI applications,Semiconductor research corporation united states,Prof. Anandm Bulusu
416,Analysis of effect of multiple impact penetration load on electronics system housed in KE projectile and suitable techniques for its mitigation,"DRDO, Chandigarh",Prof. Abinash kumar Swain
417,A solar battery based smart and modular power supply integrated with local grid system,"STARS, Ministry of Education, Indian Institute of Science",Prof. Anubrata Dey
418,application of biogenic nanoparticles for improved microalgae growth and fuel grade chemicals production,"STARS, Ministry of Education, Indian Institute of Science",Prof. Sanjeev kumar Prajapati
419,Scaling up risk assessment of glaciers and high-altitude lake in the arunchal Pradesh the water tower of India using advanced geospatial techniques and modelling approach,"STARS, Ministry of Education, Indian Institute of Science",Prof. Ajanta Goswami
420,Role of Cell matrix interaction associated signaling in metabolic reprogramming of macrophages during sepsis,"STARS, Ministry of Education, Indian Institute of Science",Prof. Pranita . P. Sarangi
421,"In-situ sulfur isotopic composition of auriferous sulfides from the lawa and kundarkocha gold deposits, eastern India : implications on the nature of Archean Proterozoic gold reservoirs","SERB, NEW DELHI",Prof. Rajarshi Chakravarti
422,Evaluation of epigenetic changes and associated functional defects in livestock fertility caused due to residual pesticides found in folder,"DBT, New Delhi",Prof. Partha Roy
423,Design and development of assemblies for upgrading biogas to bio CNG suitable for fuel cell application,"Defence institute of Bio-energy research (DIBER), DRDO, Haldwani, Uttarakhand",Prof. K.K. Pant
424,Fatigue creep interaction of IN625 alloy using in house developed thermo-mechanical fatigue testing setup and numerical simulations,"Central Power Research Institute, Benaluru",Prof. Vidit Gaur
425,Redox switchable catalysis stabilizing by first row (3d) transition metal complexes for reversible hydrogen storage and synthesis of fine chemicals,"STARS, Ministry of Education, Indian Institute of Science",Prof. Debasis Banerjee
